id,alpha,sugar,age,vision,metabolism,x,y
36,-0.906,300.2,200,6,0.6669966022485205,5,44
48,-0.194,266.5,60,6,0.6669966022485205,5,9
19,-0.289,5.3,200,6,0.6669966022485205,4,19
46,-0.473,131.9,200,6,0.6669966022485205,36,36
40,-0.497,10.6,200,6,0.6669966022485205,29,30
45,-0.994,12.6,200,6,0.6669966022485205,6,25
8,-0.796,58.6,200,6,0.6669966022485205,35,13
39,0.192,47.6,200,6,0.6669966022485205,25,24
