step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,49,1252,730.1,1,14.9,1.0,0
1,49,1220,708.2,1,14.45,2.0,0
2,49,1223,685.3,1,13.99,3.0,0
3,49,1182,672.4,1,13.72,4.0,0
4,48,1202,651.6,2,13.58,5.0,0
5,48,1160,640.8,2,13.35,6.0,0
6,48,1193,621.0,2,12.94,7.0,0
7,48,1158,603.2,2,12.57,8.0,0
8,48,1192,586.4,2,12.22,9.0,0
9,48,1158,567.6,2,11.83,10.0,0
10,48,1192,544.8,2,11.35,11.0,0
11,48,1155,529.0,2,11.02,12.0,0
12,48,1192,508.2,2,10.59,13.0,0
13,20,1150,508.6,2,25.43,14.0,0
14,18,1194,518.6,2,28.81,15.0,0
15,18,1163,529.8,2,29.43,16.0,0
16,18,1206,534.0,2,29.67,17.0,0
17,18,1173,547.2,2,30.4,18.0,0
18,18,1213,549.4,2,30.52,19.0,0
19,18,1177,565.6,2,31.42,20.0,0
20,18,1204,574.8,2,31.93,21.0,0
21,17,1171,589.1,3,34.65,22.0,0
22,17,1202,592.4,3,34.85,23.0,0
23,16,1179,597.5,3,37.34,24.0,0
24,16,1208,605.9,3,37.87,25.0,0
25,15,1176,621.4,4,41.43,26.0,0
26,15,1206,629.9,4,41.99,27.0,0
27,14,1176,644.2,4,46.01,28.0,0
28,14,1207,646.8,4,46.2,29.0,0
29,14,1179,659.4,4,47.1,30.0,0
30,14,1202,670.0,4,47.86,31.0,0
31,14,1174,682.6,4,48.76,32.0,0
32,14,1203,693.2,4,49.51,33.0,0
33,12,1177,706.0,6,58.83,34.0,0
34,12,1212,710.8,6,59.23,35.0,0
35,12,1187,722.6,6,60.22,36.0,0
36,12,1218,725.4,6,60.45,37.0,0
37,12,1194,736.2,6,61.35,38.0,0
38,12,1213,745.0,6,62.08,39.0,0
39,12,1186,758.8,6,63.23,40.0,0
40,12,1211,762.6,6,63.55,41.0,0
41,12,1183,777.4,6,64.78,42.0,0
42,12,1209,782.2,6,65.18,43.0,0
43,12,1184,794.0,6,66.17,44.0,0
44,12,1213,798.8,6,66.57,45.0,0
45,12,1191,807.6,6,67.3,46.0,0
46,12,1223,809.4,6,67.45,47.0,0
47,12,1198,821.2,6,68.43,48.0,0
48,12,1226,821.0,6,68.42,49.0,0
49,12,1206,827.8,6,68.98,50.0,0
50,12,1227,831.6,6,69.3,51.0,0
51,12,1201,844.4,6,70.37,52.0,0
52,12,1227,845.2,6,70.43,53.0,0
53,12,1199,860.0,6,71.67,54.0,0
54,12,1218,869.8,6,72.48,55.0,0
55,12,1193,881.6,6,73.47,56.0,0
56,12,1212,889.4,6,74.12,57.0,0
57,12,1184,904.2,6,75.35,58.0,0
58,12,1205,913.0,6,76.08,59.0,0
59,11,1192,913.9,7,83.08,60.0,0
60,11,1220,913.8,7,83.07,61.0,0
61,11,1198,923.7,7,83.97,62.0,0
