step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,47,1216,735.4,3,15.65,1.0,0
1,46,1143,727.5,4,15.82,2.0,0
2,46,1157,706.7,4,15.36,3.0,0
3,44,1092,694.3,6,15.78,4.0,0
4,43,1122,675.0,7,15.7,5.0,0
5,43,1064,657.4,7,15.29,6.0,0
6,42,1108,637.6,8,15.18,7.0,0
7,42,1054,617.8,8,14.71,8.0,0
8,36,1107,595.8,9,16.55,9.0,0
9,35,1057,582.5,10,16.64,10.0,0
10,35,1118,557.0,10,15.91,11.0,0
11,35,1065,548.5,10,15.67,12.0,0
12,34,1114,531.7,10,15.64,13.0,0
13,34,1065,520.9,10,15.32,14.0,0
14,34,1118,500.1,10,14.71,15.0,0
15,33,1064,496.1,11,15.03,16.0,0
16,33,1114,483.1,11,14.64,17.0,0
17,31,1065,477.4,11,15.4,18.0,0
18,30,1113,464.3,11,15.48,19.0,0
19,30,1070,454.6,11,15.15,20.0,0
20,28,1121,435.5,12,15.55,21.0,0
21,28,1075,432.3,12,15.44,22.0,0
22,28,1122,417.1,12,14.9,23.0,0
23,28,1082,407.9,12,14.57,24.0,0
24,26,1129,389.3,13,14.97,25.0,0
25,25,1090,384.4,14,15.38,26.0,0
26,24,1135,369.1,14,15.38,27.0,0
27,24,1104,357.9,14,14.91,28.0,0
28,21,1144,345.6,15,16.46,29.0,0
29,18,1114,343.9,18,19.11,30.0,0
30,18,1145,342.3,18,19.02,31.0,0
31,18,1117,338.7,18,18.81,32.0,0
32,17,1156,331.0,18,19.47,33.0,0
33,17,1128,329.2,18,19.36,34.0,0
34,17,1160,322.3,18,18.96,35.0,0
35,17,1128,324.4,18,19.08,36.0,0
36,16,1156,316.5,18,19.78,37.0,0
37,16,1132,312.4,18,19.53,38.0,0
38,16,1158,307.3,18,19.21,39.0,0
39,16,1132,305.2,18,19.07,40.0,0
40,15,1155,303.1,18,20.21,41.0,0
41,15,1136,295.7,18,19.72,42.0,0
42,14,1171,283.1,19,20.22,43.0,0
43,14,1151,278.5,19,19.9,44.0,0
44,14,1176,271.9,19,19.42,45.0,0
45,14,1158,265.3,19,18.95,46.0,0
46,14,1176,263.7,19,18.84,47.0,0
47,14,1145,270.1,19,19.29,48.0,0
48,14,1173,256.5,19,18.32,49.0,0
49,14,1147,257.9,19,18.42,50.0,0
50,14,1168,252.3,19,18.02,51.0,0
51,14,1142,253.7,19,18.12,52.0,0
52,14,1171,240.1,19,17.15,53.0,0
53,14,1150,236.5,19,16.89,54.0,0
54,12,1172,233.2,19,19.43,55.0,0
55,12,1158,226.1,19,18.84,56.0,0
56,12,1187,213.0,19,17.75,57.0,0
57,12,1166,212.9,19,17.74,58.0,0
58,11,1187,208.5,19,18.96,59.0,0
59,11,1174,202.2,19,18.38,60.0,0
60,11,1191,201.9,19,18.35,61.0,0
61,11,1168,205.5,19,18.68,62.0,0
62,11,1189,197.2,19,17.93,63.0,0
63,11,1175,191.9,19,17.44,64.0,0
64,10,1194,183.8,19,18.38,65.0,0
65,9,1178,182.2,19,20.24,66.0,0
66,9,1198,181.4,19,20.15,67.0,0
67,9,1178,185.6,19,20.62,68.0,0
68,9,1199,178.7,19,19.86,69.0,0
69,9,1178,183.9,19,20.44,70.0,0
70,9,1197,176.1,19,19.57,71.0,0
71,9,1183,174.3,19,19.37,72.0,0
72,9,1205,165.5,19,18.39,73.0,0
73,8,1194,162.4,20,20.3,74.0,0
74,8,1218,153.3,20,19.17,75.0,0
75,8,1204,153.3,20,19.16,76.0,0
76,8,1213,152.2,20,19.03,77.0,0
77,8,1199,152.2,20,19.02,78.0,0
78,8,1211,146.1,20,18.26,79.0,0
79,8,1198,145.0,20,18.13,80.0,0
80,8,1209,141.0,20,17.62,81.0,0
81,8,1200,135.9,20,16.99,82.0,0
82,7,1213,131.7,20,18.82,83.0,0
83,7,1204,128.4,20,18.35,84.0,0
84,7,1218,121.1,20,17.31,85.0,0
85,7,1209,117.8,20,16.83,86.0,0
86,6,1221,111.3,21,18.55,87.0,0
87,5,1215,107.4,21,21.48,88.0,0
88,5,1222,106.6,21,21.33,89.0,0
89,4,1209,111.0,21,27.76,90.0,0
90,4,1218,111.0,21,27.75,91.0,0
91,4,1211,111.0,21,27.74,92.0,0
92,4,1215,115.9,21,28.99,93.0,0
93,3,1204,121.7,22,40.56,94.0,0
94,3,1216,122.4,22,40.8,95.0,0
95,3,1210,123.1,22,41.04,96.0,0
96,3,1224,117.9,22,39.28,97.0,0
97,3,1219,117.6,22,39.19,98.0,0
98,3,1227,117.3,22,39.1,99.0,0
99,3,1220,119.0,22,39.68,100.0,0
100,3,1233,113.8,22,37.92,101.0,0
101,3,1230,111.5,22,37.16,102.0,0
102,3,1232,111.2,22,37.07,103.0,0
103,3,1223,114.9,22,38.31,104.0,0
104,3,1231,109.7,22,36.56,105.0,0
105,3,1221,114.4,22,38.13,106.0,0
106,3,1223,117.1,22,39.04,107.0,0
107,3,1217,117.8,22,39.28,108.0,0
108,3,1224,117.6,22,39.19,109.0,0
109,3,1221,115.3,22,38.43,110.0,0
110,3,1229,114.0,22,38.01,111.0,0
111,3,1219,118.8,22,39.58,112.0,0
112,3,1230,114.5,22,38.16,113.0,0
113,3,1223,116.2,22,38.74,114.0,0
114,3,1232,110.9,22,36.98,115.0,0
115,3,1229,108.7,22,36.22,116.0,0
116,3,1236,103.4,22,34.46,117.0,0
117,3,1233,101.1,22,33.71,118.0,0
118,3,1237,98.8,22,32.95,119.0,0
119,3,1230,100.6,22,33.52,120.0,0
120,3,1236,95.3,22,31.77,121.0,0
121,3,1233,93.0,22,31.01,122.0,0
122,3,1235,91.7,22,30.58,123.0,0
123,3,1224,97.5,22,32.49,124.0,0
124,3,1228,97.2,22,32.4,125.0,0
125,3,1221,98.9,22,32.98,126.0,0
126,3,1227,98.7,22,32.89,127.0,0
127,3,1224,96.4,22,32.13,128.0,0
128,3,1229,96.1,22,32.04,129.0,0
129,3,1224,95.8,22,31.95,130.0,0
130,3,1229,94.6,22,31.52,131.0,0
131,3,1226,92.3,22,30.76,132.0,0
132,3,1233,87.0,22,29.01,133.0,0
133,3,1230,84.7,22,28.25,134.0,0
134,3,1234,82.5,22,27.49,135.0,0
135,3,1231,80.2,22,26.73,136.0,0
136,3,1238,74.9,22,24.97,137.0,0
137,3,1235,72.7,22,24.22,138.0,0
138,3,1236,72.4,22,24.13,139.0,0
139,3,1227,76.1,22,25.37,140.0,0
140,3,1233,70.8,22,23.61,141.0,0
141,2,1229,70.2,22,35.08,142.0,0
142,2,1233,69.6,22,34.82,143.0,0
143,2,1230,69.1,22,34.56,144.0,0
144,2,1236,66.6,22,33.31,145.0,0
145,2,1230,69.1,22,34.55,146.0,0
146,2,1233,72.6,22,36.29,147.0,0
147,2,1230,72.1,22,36.03,148.0,0
148,2,1237,71.5,22,35.77,149.0,0
149,2,1232,73.0,22,36.52,150.0,0
150,2,1241,69.5,22,34.76,151.0,0
151,2,1236,71.0,22,35.5,152.0,0
152,2,1240,71.5,22,35.74,153.0,0
153,2,1235,73.0,22,36.49,154.0,0
154,2,1242,69.5,22,34.73,155.0,0
155,2,1240,67.9,22,33.97,156.0,0
156,2,1242,66.4,22,33.21,157.0,0
157,2,1238,66.9,22,33.45,158.0,0
158,2,1243,63.4,22,31.7,159.0,0
159,2,1241,61.9,22,30.94,160.0,0
160,2,1245,58.4,22,29.18,161.0,0
161,2,1239,60.8,22,30.42,162.0,0
162,2,1244,59.3,22,29.67,163.0,0
163,2,1241,58.8,22,29.41,164.0,0
164,2,1244,58.3,22,29.15,165.0,0
165,2,1240,58.8,22,29.39,166.0,0
166,2,1245,55.3,22,27.64,167.0,0
167,2,1243,53.8,22,26.88,168.0,0
168,2,1248,50.2,22,25.12,169.0,0
169,2,1243,51.7,22,25.86,170.0,0
170,2,1247,48.2,22,24.1,171.0,0
171,2,1245,46.7,22,23.35,172.0,0
172,2,1248,43.2,22,21.59,173.0,0
173,2,1246,41.7,22,20.83,174.0,0
174,2,1248,38.1,22,19.07,175.0,0
175,2,1246,36.6,22,18.32,176.0,0
176,2,1247,35.1,22,17.56,177.0,0
177,2,1243,35.6,22,17.8,178.0,0
178,2,1246,34.1,22,17.04,179.0,0
179,2,1241,35.6,22,17.78,180.0,0
180,2,1244,34.1,22,17.03,181.0,0
181,2,1241,33.5,22,16.77,182.0,0
182,2,1245,33.0,22,16.51,183.0,0
183,2,1239,35.5,22,17.75,184.0,0
184,2,1244,32.0,22,16.0,185.0,0
185,2,1242,30.5,22,15.24,186.0,0
186,2,1245,27.0,22,13.48,187.0,0
187,2,1243,25.4,22,12.72,188.0,0
188,2,1245,23.9,22,11.97,189.0,0
189,2,1243,22.4,22,11.21,190.0,0
190,1,1246,19.8,22,19.81,191.0,0
191,1,1245,19.1,22,19.06,192.0,0
192,1,1248,17.3,22,17.3,193.0,0
193,1,1247,16.5,22,16.54,194.0,0
194,1,1248,14.8,22,14.78,195.0,0
195,1,1247,14.0,22,14.02,196.0,0
196,1,1248,12.3,22,12.27,197.0,0
197,1,1247,11.5,22,11.51,198.0,0
198,1,1248,9.8,22,9.75,199.0,0
199,1,1243,13.0,22,12.99,200.0,0
