x,y,capacity
2,0,1
3,0,1
4,0,1
5,0,1
6,0,1
7,0,1
8,0,1
21,0,1
22,0,1
23,0,1
24,0,1
25,0,1
26,0,1
27,0,1
1,1,1
2,1,1
3,1,2
4,1,2
5,1,2
6,1,2
7,1,2
8,1,1
9,1,1
20,1,1
21,1,1
22,1,2
23,1,2
24,1,2
25,1,2
26,1,2
27,1,1
28,1,1
0,2,1
1,2,1
2,2,2
3,2,2
4,2,3
5,2,3
6,2,3
7,2,2
8,2,2
9,2,1
10,2,1
19,2,1
20,2,1
21,2,2
22,2,2
23,2,3
24,2,3
25,2,3
26,2,2
27,2,2
28,2,1
29,2,1
0,3,1
1,3,2
2,3,2
3,3,3
4,3,4
5,3,4
6,3,4
7,3,3
8,3,2
9,3,2
10,3,1
19,3,1
20,3,2
21,3,2
22,3,3
23,3,4
24,3,4
25,3,4
26,3,3
27,3,2
28,3,2
29,3,1
0,4,1
1,4,2
2,4,3
3,4,4
4,4,4
5,4,5
6,4,4
7,4,4
8,4,3
9,4,2
10,4,1
11,4,1
12,4,1
13,4,1
14,4,1
15,4,1
16,4,1
17,4,1
18,4,1
19,4,1
20,4,2
21,4,3
22,4,4
23,4,4
24,4,5
25,4,4
26,4,4
27,4,3
28,4,2
29,4,1
0,5,1
1,5,2
2,5,3
3,5,4
4,5,5
5,5,5
6,5,5
7,5,4
8,5,3
9,5,3
10,5,3
11,5,3
12,5,3
13,5,3
14,5,3
15,5,3
16,5,3
17,5,3
18,5,3
19,5,3
20,5,3
21,5,3
22,5,4
23,5,5
24,5,5
25,5,5
26,5,4
27,5,3
28,5,2
29,5,1
0,6,1
1,6,2
2,6,3
3,6,4
4,6,4
5,6,5
6,6,4
7,6,4
8,6,3
9,6,2
10,6,1
11,6,1
12,6,1
13,6,1
14,6,1
15,6,1
16,6,1
17,6,1
18,6,1
19,6,1
20,6,2
21,6,3
22,6,4
23,6,4
24,6,5
25,6,4
26,6,4
27,6,3
28,6,2
29,6,1
0,7,1
1,7,2
2,7,2
3,7,3
4,7,4
5,7,4
6,7,4
7,7,3
8,7,2
9,7,2
10,7,1
19,7,1
20,7,2
21,7,2
22,7,3
23,7,4
24,7,4
25,7,4
26,7,3
27,7,2
28,7,2
29,7,1
0,8,1
1,8,1
2,8,2
3,8,2
4,8,3
5,8,3
6,8,3
7,8,2
8,8,3
9,8,2
10,8,1
19,8,1
20,8,2
21,8,3
22,8,2
23,8,3
24,8,3
25,8,3
26,8,2
27,8,2
28,8,1
29,8,1
1,9,1
2,9,1
3,9,2
4,9,2
5,9,2
6,9,2
7,9,2
8,9,2
9,9,3
10,9,2
11,9,1
18,9,1
19,9,2
20,9,3
21,9,2
22,9,2
23,9,2
24,9,2
25,9,2
26,9,2
27,9,1
28,9,1
2,10,1
3,10,1
4,10,1
5,10,1
6,10,1
7,10,1
8,10,1
9,10,2
10,10,3
11,10,2
12,10,1
17,10,1
18,10,2
19,10,3
20,10,2
21,10,1
22,10,1
23,10,1
24,10,1
25,10,1
26,10,1
27,10,1
5,11,1
9,11,1
10,11,2
11,11,3
12,11,2
13,11,1
16,11,1
17,11,2
18,11,3
19,11,2
20,11,1
24,11,1
10,12,1
11,12,2
12,12,3
13,12,2
14,12,1
15,12,1
16,12,2
17,12,3
18,12,2
19,12,1
11,13,1
12,13,2
13,13,3
14,13,2
15,13,2
16,13,3
17,13,2
18,13,1
12,14,1
13,14,2
14,14,3
15,14,3
16,14,2
17,14,1
12,15,1
13,15,2
14,15,3
15,15,3
16,15,2
17,15,1
11,16,1
12,16,2
13,16,3
14,16,2
15,16,2
16,16,3
17,16,2
18,16,1
10,17,1
11,17,2
12,17,3
13,17,2
14,17,1
15,17,1
16,17,2
17,17,3
18,17,2
19,17,1
5,18,1
9,18,1
10,18,2
11,18,3
12,18,2
13,18,1
16,18,1
17,18,2
18,18,3
19,18,2
20,18,1
24,18,1
2,19,1
3,19,1
4,19,1
5,19,1
6,19,1
7,19,1
8,19,1
9,19,2
10,19,3
11,19,2
12,19,1
17,19,1
18,19,2
19,19,3
20,19,2
21,19,1
22,19,1
23,19,1
24,19,1
25,19,1
26,19,1
27,19,1
1,20,1
2,20,1
3,20,2
4,20,2
5,20,2
6,20,2
7,20,2
8,20,2
9,20,3
10,20,2
11,20,1
18,20,1
19,20,2
20,20,3
21,20,2
22,20,2
23,20,2
24,20,2
25,20,2
26,20,2
27,20,1
28,20,1
0,21,1
1,21,1
2,21,2
3,21,2
4,21,3
5,21,3
6,21,3
7,21,2
8,21,3
9,21,2
10,21,1
19,21,1
20,21,2
21,21,3
22,21,2
23,21,3
24,21,3
25,21,3
26,21,2
27,21,2
28,21,1
29,21,1
0,22,1
1,22,2
2,22,2
3,22,3
4,22,4
5,22,4
6,22,4
7,22,3
8,22,2
9,22,2
10,22,1
19,22,1
20,22,2
21,22,2
22,22,3
23,22,4
24,22,4
25,22,4
26,22,3
27,22,2
28,22,2
29,22,1
0,23,1
1,23,2
2,23,3
3,23,4
4,23,4
5,23,5
6,23,4
7,23,4
8,23,3
9,23,2
10,23,1
11,23,1
12,23,1
13,23,1
