step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,49,616,796.3,1,16.25,1.0,0
1,46,535,832.5,4,18.1,2.0,0
2,46,563,847.8,4,18.43,3.0,0
3,46,497,869.0,4,18.89,4.0,0
4,45,557,867.2,5,19.27,5.0,0
5,42,502,881.3,8,20.98,6.0,0
6,40,556,884.4,10,22.11,7.0,0
7,40,491,910.5,10,22.76,8.0,0
8,40,545,911.6,10,22.79,9.0,0
9,40,498,919.6,10,22.99,10.0,0
10,39,552,918.7,11,23.56,11.0,0
11,37,510,924.7,13,24.99,12.0,0
12,36,564,916.6,14,25.46,13.0,0
13,36,521,924.6,14,25.68,14.0,0
14,36,567,917.6,14,25.49,15.0,0
15,36,528,921.5,14,25.6,16.0,0
16,36,569,918.5,14,25.51,17.0,0
17,36,529,923.5,14,25.65,18.0,0
18,36,569,920.4,14,25.57,19.0,0
19,35,524,930.9,14,26.6,20.0,0
20,35,566,925.8,14,26.45,21.0,0
21,33,524,935.1,15,28.34,22.0,0
22,33,566,931.0,15,28.21,23.0,0
23,33,529,935.9,15,28.36,24.0,0
24,32,570,932.8,16,29.15,25.0,0
25,33,536,935.6,16,28.35,25.21,1
26,33,576,929.5,16,28.17,26.21,1
27,33,535,938.4,16,28.44,27.21,1
28,33,574,929.3,16,28.16,28.21,1
29,33,536,935.2,16,28.34,29.21,1
30,33,568,936.0,16,28.36,30.21,1
31,33,534,937.9,16,28.42,31.21,1
32,33,567,936.8,16,28.39,32.21,1
33,32,531,940.8,16,29.4,33.19,1
34,32,571,936.6,16,29.27,34.19,1
35,32,532,944.5,16,29.52,35.19,1
36,32,564,944.4,16,29.51,36.19,1
37,32,528,949.2,16,29.66,37.19,1
38,31,567,946.0,17,30.52,38.16,1
39,31,526,956.9,17,30.87,39.16,1
40,31,569,956.7,17,30.86,40.16,1
41,31,531,964.5,17,31.11,41.16,1
42,30,572,961.3,18,32.04,42.13,1
43,28,540,966.1,20,34.5,43.07,1
44,29,574,965.8,20,33.31,42.55,2
45,28,540,972.6,21,34.74,43.46,2
46,27,580,966.3,22,35.79,44.37,2
47,27,549,971.1,22,35.97,45.37,2
48,26,588,965.8,23,37.14,46.27,2
49,26,556,972.5,23,37.4,47.27,2
50,26,591,969.2,23,37.28,48.27,2
51,26,559,975.9,23,37.53,49.27,2
52,26,593,972.6,23,37.41,50.27,2
53,26,560,980.3,23,37.7,51.27,2
54,25,590,979.5,23,39.18,52.16,2
