x,y,capacity
5,0,1
14,0,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
1,2,1
2,2,1
3,2,2
4,2,2
5,2,2
6,2,2
7,2,2
8,2,1
9,2,1
10,2,1
11,2,1
12,2,2
13,2,2
14,2,2
15,2,2
16,2,2
17,2,1
18,2,1
1,3,1
2,3,2
3,3,3
4,3,3
5,3,3
6,3,3
7,3,3
8,3,2
9,3,1
10,3,1
11,3,2
12,3,3
13,3,3
14,3,3
15,3,3
16,3,3
17,3,2
18,3,1
1,4,1
2,4,2
3,4,3
4,4,4
5,4,4
6,4,4
7,4,3
8,4,2
9,4,1
10,4,1
11,4,2
12,4,3
13,4,4
14,4,4
15,4,4
16,4,3
17,4,2
18,4,1
0,5,1
1,5,1
2,5,2
3,5,3
4,5,4
5,5,5
6,5,4
7,5,3
8,5,3
9,5,3
10,5,3
11,5,3
12,5,3
13,5,4
14,5,5
15,5,4
16,5,3
17,5,2
18,5,1
19,5,1
1,6,1
2,6,2
3,6,3
4,6,4
5,6,4
6,6,4
7,6,3
8,6,2
9,6,1
10,6,1
11,6,2
12,6,3
13,6,4
14,6,4
15,6,4
16,6,3
17,6,2
18,6,1
1,7,1
2,7,2
3,7,3
4,7,3
5,7,3
6,7,3
7,7,3
8,7,2
9,7,1
10,7,1
11,7,2
12,7,3
13,7,3
14,7,3
15,7,3
16,7,3
17,7,2
18,7,1
1,8,1
2,8,1
3,8,2
4,8,2
5,8,2
6,8,2
7,8,2
8,8,3
9,8,1
10,8,1
11,8,3
12,8,2
13,8,2
14,8,2
15,8,2
16,8,2
17,8,1
18,8,1
2,9,1
3,9,1
4,9,1
5,9,1
6,9,1
7,9,1
8,9,1
9,9,3
10,9,3
11,9,1
12,9,1
13,9,1
14,9,1
15,9,1
16,9,1
17,9,1
2,10,1
3,10,1
4,10,1
5,10,1
6,10,1
7,10,1
8,10,1
9,10,3
10,10,3
11,10,1
12,10,1
13,10,1
14,10,1
15,10,1
16,10,1
17,10,1
1,11,1
2,11,1
3,11,2
4,11,2
5,11,2
6,11,2
7,11,2
8,11,3
9,11,1
10,11,1
11,11,3
12,11,2
13,11,2
14,11,2
15,11,2
16,11,2
17,11,1
18,11,1
1,12,1
2,12,2
3,12,3
4,12,3
5,12,3
6,12,3
7,12,3
8,12,2
9,12,1
10,12,1
11,12,2
12,12,3
13,12,3
14,12,3
15,12,3
16,12,3
17,12,2
18,12,1
1,13,1
2,13,2
3,13,3
4,13,4
5,13,4
6,13,4
7,13,3
8,13,2
9,13,1
10,13,1
11,13,2
12,13,3
13,13,4
14,13,4
15,13,4
16,13,3
17,13,2
18,13,1
0,14,1
1,14,1
2,14,2
3,14,3
4,14,4
5,14,5
6,14,4
7,14,3
8,14,3
9,14,3
10,14,3
11,14,3
12,14,3
13,14,4
14,14,5
15,14,4
16,14,3
17,14,2
18,14,1
19,14,1
1,15,1
2,15,2
3,15,3
4,15,4
5,15,4
6,15,4
7,15,3
8,15,2
9,15,1
10,15,1
11,15,2
12,15,3
13,15,4
14,15,4
15,15,4
16,15,3
17,15,2
18,15,1
1,16,1
2,16,2
3,16,3
4,16,3
5,16,3
6,16,3
7,16,3
8,16,2
9,16,1
10,16,1
11,16,2
12,16,3
13,16,3
14,16,3
15,16,3
16,16,3
17,16,2
18,16,1
1,17,1
2,17,1
3,17,2
4,17,2
5,17,2
6,17,2
7,17,2
8,17,1
9,17,1
10,17,1
11,17,1
12,17,2
13,17,2
14,17,2
15,17,2
16,17,2
17,17,1
18,17,1
2,18,1
3,18,1
4,18,1
5,18,1
6,18,1
7,18,1
8,18,1
11,18,1
12,18,1
13,18,1
14,18,1
15,18,1
16,18,1
17,18,1
5,19,1
14,19,1
