step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,47,314,766.1,3,16.3,1.0,0
1,47,263,789.2,3,16.79,2.0,0
2,47,277,801.3,3,17.05,3.0,0
3,47,233,817.4,3,17.39,4.0,0
4,48,256,828.5,3,17.26,4.9,1
5,47,216,840.6,4,17.88,5.89,1
6,45,249,850.8,6,18.91,6.89,1
7,44,206,867.7,7,19.72,7.89,1
8,43,249,876.2,8,20.38,8.88,1
9,43,201,898.6,8,20.9,9.88,1
10,43,243,908.1,8,21.12,10.88,1
11,43,205,920.6,8,21.41,11.88,1
12,43,246,924.0,8,21.49,12.88,1
13,43,204,940.5,8,21.87,13.88,1
14,43,252,940.0,8,21.86,14.88,1
15,43,208,958.4,8,22.29,15.88,1
16,43,248,961.9,8,22.37,16.88,1
17,43,209,975.4,8,22.68,17.88,1
18,43,248,975.8,8,22.69,18.88,1
19,42,201,997.9,9,23.76,19.88,1
20,41,240,1000.6,10,24.4,20.88,1
21,41,204,1012.2,10,24.69,21.88,1
22,41,242,1011.9,10,24.68,22.88,1
23,41,205,1024.5,10,24.99,23.88,1
24,41,242,1029.2,10,25.1,24.88,1
25,38,204,1044.6,10,27.49,25.18,2
26,38,239,1055.6,11,27.78,25.47,3
27,37,201,1071.6,12,28.96,26.43,3
28,37,238,1080.7,12,29.21,27.43,3
29,36,201,1096.3,13,30.45,29.14,3
30,35,240,1103.5,14,31.53,30.11,3
31,35,205,1117.7,14,31.94,31.11,3
32,34,241,1124.5,15,33.07,32.09,3
33,34,202,1143.4,15,33.63,33.09,3
34,34,237,1149.2,15,33.8,34.09,3
35,34,208,1158.0,15,34.06,35.09,3
36,34,246,1162.8,15,34.2,36.09,3
37,34,212,1176.6,15,34.61,37.09,3
38,34,242,1185.4,15,34.87,38.09,3
39,34,203,1204.2,15,35.42,39.09,3
40,34,234,1216.0,15,35.77,40.09,3
41,32,197,1234.0,17,38.56,41.03,3
42,31,241,1240.0,18,40.0,42.0,3
43,30,207,1256.2,19,41.87,43.83,3
44,29,251,1257.7,19,43.37,44.83,3
45,29,219,1272.5,19,43.88,45.83,3
46,29,252,1277.2,19,44.04,46.83,3
47,28,217,1295.6,20,46.27,47.82,3
48,27,244,1309.6,21,48.5,48.81,3
49,26,211,1327.2,22,51.04,49.81,3
50,26,243,1340.7,22,51.57,50.81,3
51,26,210,1358.3,22,52.24,51.81,3
52,25,251,1362.4,23,54.5,52.8,3
53,23,228,1371.8,25,59.64,53.78,3
54,24,267,1373.1,25,57.21,52.5,4
55,22,242,1385.1,27,62.96,53.27,4
56,22,270,1392.0,27,63.27,54.27,4
57,21,248,1401.5,28,66.74,55.14,4
58,21,273,1409.1,28,67.1,56.14,4
59,21,248,1421.6,28,67.69,57.14,4
60,21,276,1429.1,28,68.05,58.14,4
61,19,259,1434.8,30,75.52,58.84,4
62,19,282,1441.5,30,75.87,59.84,4
63,19,260,1452.3,30,76.44,60.84,4
64,19,284,1457.0,30,76.68,61.84,4
65,19,264,1465.7,30,77.14,62.84,4
66,19,283,1475.4,30,77.65,63.84,4
67,19,264,1483.1,30,78.06,64.84,4
68,19,288,1487.9,30,78.31,65.84,4
69,19,266,1498.6,30,78.87,66.84,4
70,19,293,1500.3,30,78.96,67.84,4
71,19,271,1511.0,30,79.53,68.84,4
72,19,286,1523.7,30,80.2,69.84,4
73,19,258,1540.4,30,81.08,70.84,4
74,19,284,1543.2,30,81.22,71.84,4
75,19,257,1558.9,30,82.05,72.84,4
76,19,278,1570.6,30,82.66,73.84,4
77,19,253,1584.3,30,83.39,74.84,4
78,19,279,1590.0,30,83.69,75.84,4
79,19,252,1605.8,30,84.51,76.84,4
