step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,46,311,755.3,4,16.42,1.0,0
1,45,256,768.4,5,17.08,2.0,0
2,44,255,772.6,6,17.56,3.0,0
3,43,214,773.7,7,17.99,4.0,0
4,43,246,761.7,7,17.71,5.0,0
5,42,207,761.7,8,18.14,6.0,0
6,42,246,754.7,8,17.97,7.0,0
7,42,210,751.7,8,17.9,8.0,0
8,40,253,732.5,10,18.31,9.0,0
9,40,217,731.3,10,18.28,10.0,0
10,39,244,732.1,11,18.77,11.0,0
11,39,209,730.9,11,18.74,12.0,0
12,39,243,725.6,11,18.61,13.0,0
13,38,215,718.3,12,18.9,14.0,0
14,38,251,712.0,12,18.74,15.0,0
15,37,224,703.7,13,19.02,16.0,0
16,20,260,702.8,13,35.14,17.0,0
17,20,226,718.3,13,35.91,18.0,0
18,19,252,728.6,14,38.35,19.0,0
19,18,232,731.9,15,40.66,20.0,0
20,17,270,729.1,16,42.89,21.0,0
21,16,249,735.2,17,45.95,22.0,0
22,16,278,735.4,17,45.96,23.0,0
23,16,259,739.5,17,46.22,24.0,0
24,16,279,743.6,17,46.48,25.0,0
25,15,259,749.7,18,49.98,26.0,0
26,15,278,754.8,18,50.32,27.0,0
27,15,250,768.8,18,51.25,28.0,0
28,14,276,772.8,19,55.2,29.0,0
29,14,258,777.8,19,55.56,30.0,0
30,13,288,777.7,20,59.82,31.0,0
31,13,275,778.6,20,59.9,32.0,0
32,11,302,777.9,20,70.72,33.0,0
33,11,287,782.7,20,71.15,34.0,0
34,10,302,781.4,21,78.14,35.0,0
35,8,291,784.5,22,98.07,36.0,0
36,8,299,789.1,22,98.64,37.0,0
37,7,290,791.6,23,113.09,38.0,0
38,7,303,793.1,23,113.3,39.0,0
39,6,294,795.6,24,132.6,40.0,0
40,6,308,794.0,24,132.34,41.0,0
41,6,301,795.4,24,132.57,42.0,0
42,6,309,794.9,24,132.48,43.0,0
43,6,302,796.3,24,132.72,44.0,0
44,5,311,796.2,24,159.25,45.0,0
45,5,301,801.6,24,160.32,46.0,0
46,5,313,800.0,24,159.99,47.0,0
47,5,305,803.3,24,160.66,48.0,0
48,5,317,803.7,24,160.73,49.0,0
49,5,308,808.0,24,161.6,50.0,0
50,5,317,809.4,24,161.87,51.0,0
51,5,304,817.7,24,163.55,52.0,0
52,5,317,815.1,24,163.02,53.0,0
53,5,311,816.4,24,163.29,54.0,0
54,5,318,818.8,24,163.76,55.0,0
55,5,312,820.1,24,164.03,56.0,0
56,5,323,818.5,24,163.7,57.0,0
57,5,305,831.9,24,166.37,58.0,0
58,5,318,829.2,24,165.84,59.0,0
59,5,306,836.6,24,167.31,60.0,0
60,5,317,835.9,24,167.18,61.0,0
61,5,300,848.3,24,169.65,62.0,0
62,5,305,856.6,24,171.33,63.0,0
63,5,293,864.0,24,172.8,64.0,0
64,5,310,863.3,24,172.67,65.0,0
65,5,296,872.7,24,174.54,66.0,0
66,5,312,873.0,24,174.61,67.0,0
67,5,298,882.4,24,176.48,68.0,0
68,5,311,883.8,24,176.75,69.0,0
69,5,296,894.1,24,178.82,70.0,0
70,5,306,898.5,24,179.69,71.0,0
71,5,301,898.8,24,179.76,72.0,0
72,5,316,895.2,24,179.03,73.0,0
73,5,305,901.5,24,180.31,74.0,0
74,5,315,902.9,24,180.58,75.0,0
75,5,305,908.2,24,181.65,76.0,0
76,5,308,918.6,24,183.72,77.0,0
77,5,297,924.9,24,184.99,78.0,0
78,4,311,925.2,25,231.31,79.0,0
79,4,303,929.5,25,232.38,80.0,0
80,4,315,929.8,25,232.45,81.0,0
81,4,303,938.1,25,234.52,82.0,0
82,4,318,935.4,25,233.84,83.0,0
83,4,313,936.6,25,234.16,84.0,0
84,4,319,942.9,25,235.73,85.0,0
85,4,313,945.2,25,236.3,86.0,0
86,4,321,948.5,25,237.12,87.0,0
87,4,315,950.8,25,237.69,88.0,0
88,4,325,947.1,25,236.77,89.0,0
89,4,318,950.3,25,237.59,90.0,0
90,4,321,954.6,25,238.66,91.0,0
91,4,314,957.9,25,239.48,92.0,0
92,4,321,960.2,25,240.05,93.0,0
93,4,311,966.5,25,241.62,94.0,0
94,4,315,970.8,25,242.69,95.0,0
95,4,305,977.0,25,244.26,96.0,0
96,4,315,979.3,25,244.83,97.0,0
97,4,308,982.6,25,245.65,98.0,0
98,4,317,987.9,25,246.97,99.0,0
99,4,311,990.2,25,247.54,100.0,0
100,4,324,991.5,25,247.87,101.0,0
101,4,319,992.7,25,248.19,102.0,0
102,4,325,998.0,25,249.51,103.0,0
103,4,318,1001.3,25,250.33,104.0,0
104,4,327,1000.6,25,250.15,105.0,0
105,4,317,1006.9,25,251.72,106.0,0
106,4,324,1008.2,25,252.04,107.0,0
107,4,317,1011.4,25,252.86,108.0,0
108,4,327,1007.7,25,251.93,109.0,0
109,4,322,1009.0,25,252.25,110.0,0
110,4,326,1010.3,25,252.57,111.0,0
111,4,318,1014.6,25,253.65,112.0,0
112,4,328,1011.9,25,252.97,113.0,0
113,4,324,1012.1,25,253.04,114.0,0
114,4,331,1011.4,25,252.86,115.0,0
115,4,325,1013.7,25,253.43,116.0,0
116,4,331,1012.0,25,253.0,117.0,0
117,4,322,1017.3,25,254.32,118.0,0
118,4,326,1019.6,25,254.89,119.0,0
119,4,316,1025.8,25,256.46,120.0,0
120,4,319,1031.1,25,257.78,121.0,0
121,4,310,1036.4,25,259.1,122.0,0
122,4,319,1035.7,25,258.92,123.0,0
123,4,309,1042.0,25,260.5,124.0,0
124,4,318,1045.3,25,261.32,125.0,0
125,4,314,1045.6,25,261.39,126.0,0
126,3,323,1048.8,26,349.59,127.0,0
127,3,318,1051.0,26,350.33,128.0,0
128,3,325,1055.2,26,351.73,129.0,0
129,3,320,1057.4,26,352.47,130.0,0
130,3,324,1060.6,26,353.54,131.0,0
131,3,319,1062.8,26,354.28,132.0,0
132,3,325,1066.0,26,355.35,133.0,0
133,3,317,1071.3,26,357.08,134.0,0
134,3,324,1073.5,26,357.82,135.0,0
135,3,315,1079.7,26,359.89,136.0,0
136,3,323,1080.9,26,360.3,137.0,0
137,3,314,1087.1,26,362.37,138.0,0
138,2,323,1088.2,27,544.12,139.0,0
139,2,319,1090.4,27,545.19,140.0,0
140,2,325,1092.5,27,546.26,141.0,0
141,2,321,1094.7,27,547.33,142.0,0
142,2,328,1092.8,27,546.41,143.0,0
143,2,326,1093.0,27,546.48,144.0,0
144,2,333,1091.1,27,545.55,145.0,0
145,2,326,1096.2,27,548.12,146.0,0
146,2,332,1094.4,27,547.19,147.0,0
147,2,324,1100.5,27,550.26,148.0,0
148,2,330,1099.7,27,549.83,149.0,0
149,2,326,1101.8,27,550.9,150.0,0
