step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,46,320,717.4,4,15.6,1.0,0
1,46,265,691.5,4,15.03,2.0,0
2,44,279,651.2,6,14.8,3.0,0
3,42,238,618.4,8,14.72,4.0,0
4,41,274,566.3,9,13.81,5.0,0
5,41,242,526.2,9,12.83,6.0,0
6,41,270,480.2,9,11.71,7.0,0
7,40,227,452.9,10,11.32,8.0,0
8,32,265,410.1,10,12.82,9.0,0
9,32,233,385.9,10,12.06,10.0,0
10,31,273,350.9,10,11.32,11.0,0
11,30,235,334.5,10,11.15,12.0,0
12,30,269,305.8,10,10.19,13.0,0
13,26,234,291.7,11,11.22,14.0,0
14,22,267,267.7,11,12.17,15.0,0
15,22,242,254.1,11,11.55,16.0,0
16,21,273,235.0,11,11.19,17.0,0
17,18,251,225.2,12,12.51,18.0,0
18,16,281,209.3,12,13.08,19.0,0
19,15,263,200.9,13,13.4,20.0,0
20,15,286,190.6,13,12.71,21.0,0
21,15,267,183.2,13,12.21,22.0,0
22,14,290,173.3,13,12.38,23.0,0
23,10,270,169.9,13,16.99,24.0,0
24,9,295,160.3,13,17.81,25.0,0
25,8,284,156.2,13,19.52,26.0,0
26,8,304,149.1,13,18.64,27.0,0
27,8,292,147.0,13,18.38,28.0,0
28,8,309,142.0,13,17.75,29.0,0
29,8,290,146.9,13,18.37,30.0,0
30,7,309,140.6,14,20.09,31.0,0
31,7,299,138.3,14,19.76,32.0,0
32,7,312,134.0,14,19.14,33.0,0
33,7,304,129.7,14,18.53,34.0,0
34,7,306,135.4,14,19.34,35.0,0
35,7,291,138.1,14,19.73,36.0,0
36,7,308,130.8,14,18.68,37.0,0
37,6,298,130.2,15,21.71,38.0,0
38,6,312,126.7,15,21.12,39.0,0
39,6,303,125.2,15,20.86,40.0,0
40,5,315,121.7,15,24.33,41.0,0
41,5,310,117.9,15,23.58,42.0,0
42,5,324,109.1,15,21.82,43.0,0
43,5,314,110.3,15,22.06,44.0,0
44,5,326,101.5,15,20.3,45.0,0
45,5,321,97.7,15,19.55,46.0,0
46,5,327,94.9,15,18.99,47.0,0
47,5,315,98.2,15,19.63,48.0,0
48,5,324,90.4,15,18.07,49.0,0
49,5,319,86.6,15,17.32,50.0,0
50,5,322,85.8,15,17.16,51.0,0
51,5,316,83.0,15,16.6,52.0,0
52,5,325,75.2,15,15.04,53.0,0
53,5,314,77.4,15,15.48,54.0,0
54,5,318,75.6,15,15.13,55.0,0
55,5,313,71.8,15,14.37,56.0,0
56,5,320,68.1,15,13.61,57.0,0
57,5,313,66.3,15,13.25,58.0,0
58,5,323,59.5,15,11.9,59.0,0
59,4,316,58.2,15,14.54,60.0,0
60,4,325,55.1,15,13.78,61.0,0
61,4,319,54.1,15,13.52,62.0,0
62,4,332,47.1,15,11.77,63.0,0
63,4,328,44.0,15,11.01,64.0,0
64,4,333,43.0,15,10.75,65.0,0
65,4,327,42.0,15,10.49,66.0,0
66,4,334,37.9,15,9.48,67.0,0
67,4,328,36.9,15,9.23,68.0,0
68,4,336,31.9,15,7.97,69.0,0
69,4,332,28.8,15,7.21,70.0,0
70,3,339,22.6,15,7.54,71.0,0
71,3,333,23.3,15,7.78,72.0,0
72,2,337,21.4,15,10.69,73.0,0
73,2,335,19.9,15,9.93,74.0,0
74,2,337,21.3,15,10.67,75.0,0
75,2,335,19.8,15,9.92,76.0,0
76,2,340,16.3,15,8.16,77.0,0
77,2,338,14.8,15,7.4,78.0,0
78,2,338,15.3,15,7.64,79.0,0
79,1,336,14.1,15,14.06,80.0,0
80,1,340,12.3,15,12.3,81.0,0
81,1,339,11.5,15,11.55,82.0,0
82,1,342,9.8,15,9.79,83.0,0
83,1,339,11.0,15,11.03,84.0,0
84,1,342,9.3,15,9.27,85.0,0
85,1,338,11.5,15,11.51,86.0,0
86,1,341,9.8,15,9.76,87.0,0
87,1,340,9.0,15,9.0,88.0,0
88,1,341,10.2,15,10.24,89.0,0
89,1,340,9.5,15,9.48,90.0,0
90,1,343,7.7,15,7.73,91.0,0
91,1,342,7.0,15,6.97,92.0,0
92,1,343,7.2,15,7.21,93.0,0
93,1,338,10.5,15,10.45,94.0,0
94,1,341,8.7,15,8.7,95.0,0
95,1,340,7.9,15,7.94,96.0,0
96,1,343,6.2,15,6.18,97.0,0
97,1,339,8.4,15,8.42,98.0,0
98,1,340,9.7,15,9.66,99.0,0
99,1,339,8.9,15,8.91,100.0,0
100,1,342,7.1,15,7.15,101.0,0
101,1,341,6.4,15,6.39,102.0,0
102,1,344,4.6,15,4.63,103.0,0
103,1,343,3.9,15,3.88,104.0,0
104,1,343,5.1,15,5.12,105.0,0
105,1,342,4.4,15,4.36,106.0,0
106,1,344,2.6,15,2.6,107.0,0
107,1,343,1.8,15,1.84,108.0,0
108,1,345,0.1,15,0.09,109.0,0
109,0,344,0,15,0,0,0
