grid_size,avg_sugar,vision,metabolism,move_rate,stay_rate,attack_rate,reproduce_rate
30,2.0,2.0,1.757735522488605,0.5474083438685209,0.42920353982300885,0.018963337547408345,0.004424778761061947
30,2.5,6.0,0.6669966022485205,0.631578947368421,0.2616323417238749,0.07551487414187644,0.031273836765827616
30,2.5,1.0,0.929126270445708,0.6085131894484412,0.36660671462829736,0.020083932853717026,0.004796163069544364
30,2.5,4.0,1.2800307334434837,0.7278688524590164,0.2154566744730679,0.03325526932084309,0.0234192037470726
30,2.5,3.0,1.1265367845598036,0.686010760953113,0.2663335895465027,0.02498078401229823,0.022674865488086088
30,2.5,1.0,1.0999915939565195,0.6145591647331786,0.35846867749419953,0.02291183294663573,0.004060324825986079
30,2.5,3.0,0.5937877680754614,0.625,0.32626353790613716,0.03429602888086643,0.01444043321299639
30,2.5,5.0,0.973180418445447,0.7726833976833977,0.15202702702702703,0.04777992277992278,0.02750965250965251
30,2.5,1.0,1.016494833826007,0.6033548387096774,0.3736774193548387,0.021161290322580645,0.0018064516129032257
30,2.5,4.0,1.783543075615619,0.7262512768130746,0.24923391215526047,0.014300306435137897,0.010214504596527068
30,2.5,2.0,1.757735522488605,0.5703703703703704,0.39487179487179486,0.02678062678062678,0.007977207977207978
30,3.0,6.0,0.6669966022485205,0.6517985611510791,0.2741007194244604,0.060431654676258995,0.013669064748201438
30,3.0,1.0,0.929126270445708,0.6498153933541607,0.3291678500426015,0.020164725930133486,0.0008520306731042318
30,3.0,4.0,1.2800307334434837,0.6843835616438356,0.25589041095890414,0.04657534246575343,0.01315068493150685
30,3.0,3.0,1.1265367845598036,0.7354330708661417,0.20354330708661417,0.03818897637795276,0.02283464566929134
30,3.0,1.0,1.0999915939565195,0.6861960560160045,0.2877965132895113,0.022006287510717346,0.00400114318376679
30,3.0,3.0,0.5937877680754614,0.6855006231823847,0.2625675114250104,0.039052762775238885,0.012879102617366016
30,3.0,5.0,0.973180418445447,0.7413081909251621,0.1820860341779611,0.052445492044784915,0.024160282852091926
30,3.0,1.0,1.016494833826007,0.6632245951654541,0.31354142220136116,0.020652429007275288,0.002581553625909411
30,3.0,4.0,1.783543075615619,0.7491935483870967,0.22822580645161292,0.012096774193548387,0.010483870967741936
30,3.0,2.0,1.757735522488605,0.541839762611276,0.428486646884273,0.024925816023738872,0.004747774480712166
50,0.5,6.0,0.6669966022485205,0.2040055891942245,0.7624592454587797,0.025151374010246856,0.008383791336748951
50,0.5,1.0,0.929126270445708,0.5471844660194175,0.4380582524271845,0.01087378640776699,0.003883495145631068
50,0.5,4.0,1.2800307334434837,0.4899546338302009,0.46856772521062867,0.027219701879455604,0.014257939079714841
50,0.5,3.0,1.1265367845598036,0.30665280665280664,0.6585239085239085,0.02234927234927235,0.012474012474012475
50,0.5,1.0,1.0999915939565195,0.41663000439947206,0.5719313682358117,0.009238891333040036,0.002199736031676199
50,0.5,3.0,0.5937877680754614,0.2193056731583404,0.7591024555461473,0.017781541066892465,0.003810330228619814
50,0.5,5.0,0.973180418445447,0.3892176199868508,0.5680473372781065,0.03287310979618672,0.009861932938856016
50,0.5,1.0,1.016494833826007,0.453529000698812,0.5419287211740041,0.003843466107617051,0.0006988120195667365
50,0.5,4.0,1.783543075615619,0.3654223968565815,0.5972495088408645,0.03143418467583497,0.005893909626719057
50,0.5,2.0,1.757735522488605,0.3242392444910808,0.6568730325288562,0.015739769150052464,0.0031479538300104933
50,1.0,6.0,0.6669966022485205,0.41371801850843765,0.5209580838323353,0.04627109417528579,0.01905280348394121
50,1.0,1.0,0.929126270445708,0.6028708133971292,0.37969924812030076,0.016404647983595352,0.0010252904989747095
50,1.0,4.0,1.2800307334434837,0.5179347826086956,0.4440217391304348,0.025543478260869567,0.0125
50,1.0,3.0,1.1265367845598036,0.5301984469370147,0.43313201035375326,0.01898188093183779,0.017687661777394306
50,1.0,1.0,1.0999915939565195,0.5072904009720535,0.4726609963547995,0.012150668286755772,0.007897934386391251
