x,y,capacity
0,0,2
1,0,2
2,0,3
3,0,3
4,0,3
5,0,3
6,0,3
7,0,3
8,0,3
9,0,2
10,0,2
11,0,2
12,0,1
13,0,1
16,0,1
17,0,1
18,0,2
19,0,2
20,0,2
21,0,3
22,0,3
23,0,3
24,0,3
25,0,3
26,0,3
27,0,3
28,0,2
29,0,2
0,1,2
1,1,3
2,1,3
3,1,3
4,1,3
5,1,3
6,1,3
7,1,3
8,1,3
9,1,3
10,1,2
11,1,2
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,2
19,1,2
20,1,3
21,1,3
22,1,3
23,1,3
24,1,3
25,1,3
26,1,3
27,1,3
28,1,3
29,1,2
0,2,3
1,2,3
2,2,3
3,2,4
4,2,4
5,2,4
6,2,4
7,2,4
8,2,3
9,2,3
10,2,3
11,2,2
12,2,2
13,2,1
14,2,1
15,2,1
16,2,1
17,2,2
18,2,2
19,2,3
20,2,3
21,2,3
22,2,4
23,2,4
24,2,4
25,2,4
26,2,4
27,2,3
28,2,3
29,2,3
0,3,3
1,3,3
2,3,4
3,3,4
4,3,4
5,3,4
6,3,4
7,3,4
8,3,4
9,3,3
10,3,3
11,3,2
12,3,2
13,3,1
14,3,1
15,3,1
16,3,1
17,3,2
18,3,2
19,3,3
20,3,3
21,3,4
22,3,4
23,3,4
24,3,4
25,3,4
26,3,4
27,3,4
28,3,3
29,3,3
0,4,3
1,4,3
2,4,4
3,4,4
4,4,5
5,4,5
6,4,5
7,4,4
8,4,4
9,4,3
10,4,3
11,4,2
12,4,2
13,4,2
14,4,2
15,4,2
16,4,2
17,4,2
18,4,2
19,4,3
20,4,3
21,4,4
22,4,4
23,4,5
24,4,5
25,4,5
26,4,4
27,4,4
28,4,3
29,4,3
0,5,3
1,5,3
2,5,4
3,5,4
4,5,5
5,5,5
6,5,5
7,5,4
8,5,4
9,5,3
10,5,3
11,5,3
12,5,3
13,5,3
14,5,3
15,5,3
16,5,3
17,5,3
18,5,3
19,5,3
20,5,3
21,5,4
22,5,4
23,5,5
24,5,5
25,5,5
26,5,4
27,5,4
28,5,3
29,5,3
0,6,3
1,6,3
2,6,4
3,6,4
4,6,5
5,6,5
6,6,5
7,6,4
8,6,4
9,6,3
10,6,3
11,6,2
12,6,2
13,6,2
14,6,2
15,6,2
16,6,2
17,6,2
18,6,2
19,6,3
20,6,3
21,6,4
22,6,4
23,6,5
24,6,5
25,6,5
26,6,4
27,6,4
28,6,3
29,6,3
0,7,3
1,7,3
2,7,4
3,7,4
4,7,4
5,7,4
6,7,4
7,7,4
8,7,4
9,7,3
10,7,3
11,7,2
12,7,2
13,7,1
14,7,1
15,7,1
16,7,1
17,7,2
18,7,2
19,7,3
20,7,3
21,7,4
22,7,4
23,7,4
24,7,4
25,7,4
26,7,4
27,7,4
28,7,3
29,7,3
0,8,3
1,8,3
2,8,3
3,8,4
4,8,4
5,8,4
6,8,4
7,8,4
8,8,3
9,8,3
10,8,3
11,8,2
12,8,2
13,8,1
14,8,1
15,8,1
16,8,1
17,8,2
18,8,2
19,8,3
20,8,3
21,8,3
22,8,4
23,8,4
24,8,4
25,8,4
26,8,4
27,8,3
28,8,3
29,8,3
0,9,2
1,9,3
2,9,3
3,9,3
4,9,3
5,9,3
6,9,3
7,9,3
8,9,3
9,9,3
10,9,3
11,9,2
