x,y,capacity
12,9,1
13,9,1
14,9,1
15,9,1
16,9,1
17,9,1
18,9,2
19,9,3
20,9,3
21,9,3
22,9,3
23,9,3
24,9,3
25,9,3
26,9,3
27,9,3
28,9,3
29,9,2
0,10,2
1,10,2
2,10,3
3,10,3
4,10,3
5,10,3
6,10,3
7,10,3
8,10,3
9,10,3
10,10,3
11,10,3
12,10,2
13,10,1
16,10,1
17,10,2
18,10,3
19,10,3
20,10,3
21,10,3
22,10,3
23,10,3
24,10,3
25,10,3
26,10,3
27,10,3
28,10,2
29,10,2
0,11,2
1,11,2
2,11,2
3,11,2
4,11,2
5,11,2
6,11,2
7,11,2
8,11,2
9,11,2
10,11,3
11,11,3
12,11,3
13,11,2
14,11,1
15,11,1
16,11,2
17,11,3
18,11,3
19,11,3
20,11,2
21,11,2
22,11,2
23,11,2
24,11,2
25,11,2
26,11,2
27,11,2
28,11,2
29,11,2
0,12,1
1,12,1
2,12,2
3,12,2
4,12,2
5,12,2
6,12,2
7,12,2
8,12,2
9,12,1
10,12,2
11,12,3
12,12,3
13,12,3
14,12,2
15,12,2
16,12,3
17,12,3
18,12,3
19,12,2
20,12,1
21,12,2
22,12,2
23,12,2
24,12,2
25,12,2
26,12,2
27,12,2
28,12,1
29,12,1
0,13,1
1,13,1
2,13,1
3,13,1
4,13,1
5,13,1
6,13,1
7,13,1
8,13,1
9,13,1
10,13,1
11,13,2
12,13,3
13,13,3
14,13,3
15,13,3
16,13,3
17,13,3
18,13,2
19,13,1
20,13,1
21,13,1
22,13,1
23,13,1
24,13,1
25,13,1
26,13,1
27,13,1
28,13,1
29,13,1
1,14,1
2,14,1
3,14,1
4,14,1
5,14,1
6,14,1
7,14,1
8,14,1
9,14,1
11,14,1
12,14,2
13,14,3
14,14,3
15,14,3
16,14,3
17,14,2
18,14,1
20,14,1
21,14,1
22,14,1
23,14,1
24,14,1
25,14,1
26,14,1
27,14,1
28,14,1
1,15,1
2,15,1
3,15,1
4,15,1
5,15,1
6,15,1
7,15,1
8,15,1
9,15,1
11,15,1
12,15,2
13,15,3
14,15,3
15,15,3
16,15,3
17,15,2
18,15,1
20,15,1
21,15,1
22,15,1
23,15,1
24,15,1
25,15,1
26,15,1
27,15,1
28,15,1
0,16,1
1,16,1
2,16,1
3,16,1
4,16,1
5,16,1
6,16,1
7,16,1
8,16,1
9,16,1
10,16,1
11,16,2
12,16,3
13,16,3
14,16,3
15,16,3
16,16,3
17,16,3
18,16,2
19,16,1
20,16,1
21,16,1
22,16,1
23,16,1
24,16,1
25,16,1
26,16,1
27,16,1
28,16,1
29,16,1
0,17,1
1,17,1
2,17,2
3,17,2
4,17,2
5,17,2
6,17,2
7,17,2
8,17,2
9,17,1
10,17,2
11,17,3
12,17,3
13,17,3
14,17,2
15,17,2
16,17,3
17,17,3
18,17,3
19,17,2
20,17,1
21,17,2
22,17,2
23,17,2
24,17,2
25,17,2
26,17,2
27,17,2
28,17,1
29,17,1
0,18,2
1,18,2
2,18,2
3,18,2
4,18,2
5,18,2
6,18,2
7,18,2
8,18,2
9,18,2
10,18,3
11,18,3
12,18,3
13,18,2
14,18,1
15,18,1
16,18,2
17,18,3
18,18,3
19,18,3
20,18,2
21,18,2
22,18,2
23,18,2
24,18,2
25,18,2
26,18,2
27,18,2
28,18,2
29,18,2
0,19,2
1,19,2
2,19,3
3,19,3
4,19,3
5,19,3
6,19,3
7,19,3
8,19,3
9,19,3
10,19,3
11,19,3
12,19,2
13,19,1
16,19,1
17,19,2
18,19,3
19,19,3
20,19,3
21,19,3
22,19,3
23,19,3
24,19,3
25,19,3
26,19,3
27,19,3
28,19,2
29,19,2
0,20,2
1,20,3
2,20,3
3,20,3
4,20,3
5,20,3
6,20,3
7,20,3
8,20,3
9,20,3
10,20,3
11,20,2
12,20,1
13,20,1
14,20,1
15,20,1
16,20,1
17,20,1
18,20,2
19,20,3
20,20,3
21,20,3
22,20,3
23,20,3
24,20,3
25,20,3
26,20,3
27,20,3
28,20,3
29,20,2
0,21,3
1,21,3
2,21,3
3,21,4
4,21,4
5,21,4
6,21,4
7,21,4
8,21,3
9,21,3
10,21,3
11,21,2
12,21,2
13,21,1
14,21,1
15,21,1
16,21,1
17,21,2
18,21,2
19,21,3
20,21,3
21,21,3
22,21,4
23,21,4
24,21,4
25,21,4
26,21,4
27,21,3
28,21,3
29,21,3
0,22,3
1,22,3
2,22,4
3,22,4
4,22,4
5,22,4
6,22,4
7,22,4
8,22,4
9,22,3
10,22,3
11,22,2
12,22,2
13,22,1
14,22,1
15,22,1
16,22,1
17,22,2
18,22,2
19,22,3
20,22,3
21,22,4
22,22,4
23,22,4
24,22,4
25,22,4
26,22,4
27,22,4
28,22,3
29,22,3
0,23,3
1,23,3
2,23,4
3,23,4
4,23,5
5,23,5
6,23,5
7,23,4
8,23,4
9,23,3
10,23,3
11,23,2
12,23,2
13,23,2
14,23,2
15,23,2
16,23,2
17,23,2
18,23,2
19,23,3
20,23,3
21,23,4
22,23,4
23,23,5
24,23,5
25,23,5
26,23,4
27,23,4
28,23,3
29,23,3
0,24,3
1,24,3
2,24,4
3,24,4
4,24,5
5,24,5
6,24,5
7,24,4
8,24,4
9,24,3
10,24,3
11,24,3
12,24,3
13,24,3
14,24,3
15,24,3
16,24,3
17,24,3
18,24,3
19,24,3
20,24,3
21,24,4
22,24,4
23,24,5
24,24,5
25,24,5
26,24,4
27,24,4
28,24,3
29,24,3
0,25,3
1,25,3
2,25,4
3,25,4
4,25,5
5,25,5
6,25,5
7,25,4
8,25,4
9,25,3
10,25,3
11,25,2
12,25,2
13,25,2
14,25,2
15,25,2
16,25,2
17,25,2
18,25,2
19,25,3
20,25,3
21,25,4
22,25,4
23,25,5
24,25,5
25,25,5
26,25,4
27,25,4
28,25,3
29,25,3
0,26,3
1,26,3
2,26,4
3,26,4
4,26,4
5,26,4
6,26,4
7,26,4
8,26,4
9,26,3
10,26,3
11,26,2
12,26,2
13,26,1
14,26,1
15,26,1
16,26,1
17,26,2
18,26,2
19,26,3
20,26,3
21,26,4
22,26,4
23,26,4
24,26,4
25,26,4
26,26,4
27,26,4
28,26,3
29,26,3
0,27,3
1,27,3
2,27,3
3,27,4
4,27,4
5,27,4
6,27,4
7,27,4
8,27,3
9,27,3
10,27,3
11,27,2
12,27,2
13,27,1
14,27,1
15,27,1
16,27,1
17,27,2
18,27,2
19,27,3
20,27,3
21,27,3
22,27,4
23,27,4
24,27,4
25,27,4
26,27,4
27,27,3
28,27,3
29,27,3
0,28,2
1,28,3
2,28,3
3,28,3
4,28,3
5,28,3
6,28,3
7,28,3
8,28,3
9,28,3
10,28,2
11,28,2
12,28,1
13,28,1
14,28,1
15,28,1
16,28,1
17,28,1
18,28,2
19,28,2
20,28,3
21,28,3
22,28,3
23,28,3
24,28,3
25,28,3
26,28,3
27,28,3
28,28,3
29,28,2
0,29,2
1,29,2
2,29,3
3,29,3
4,29,3
5,29,3
6,29,3
7,29,3
8,29,3
9,29,2
10,29,2
11,29,2
12,29,1
13,29,1
16,29,1
17,29,1
18,29,2
19,29,2
20,29,2
21,29,3
22,29,3
23,29,3
24,29,3
25,29,3
26,29,3
27,29,3
28,29,2
29,29,2
