step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,50,633,746.8,0,14.94,1.0,0
1,50,549,741.6,0,14.83,2.0,0
2,49,578,718.3,1,14.66,3.0,0
3,49,508,700.9,1,14.3,4.0,0
4,49,563,662.5,1,13.52,5.0,0
5,48,512,627.9,2,13.08,6.0,0
6,47,571,590.0,3,12.55,7.0,0
7,46,510,569.0,4,12.37,8.0,0
8,45,569,531.0,4,11.8,9.0,0
9,44,504,517.5,5,11.76,10.0,0
10,42,560,480.4,6,11.44,11.0,0
11,42,499,466.5,6,11.11,12.0,0
12,39,557,430.2,6,11.03,13.0,0
13,39,504,413.6,6,10.61,14.0,0
14,38,565,378.8,6,9.97,15.0,0
15,37,515,362.6,6,9.8,16.0,0
16,34,573,333.0,7,9.79,17.0,0
17,32,532,313.6,7,9.8,18.0,0
18,31,583,293.3,8,9.46,19.0,0
19,30,545,276.7,8,9.22,20.0,0
20,29,591,254.6,8,8.78,21.0,0
21,26,555,241.2,9,9.28,22.0,0
22,26,597,224.8,9,8.65,23.0,0
23,25,563,214.2,10,8.57,24.0,0
24,22,604,198.4,10,9.02,25.0,0
25,21,577,186.5,10,8.88,26.0,0
26,16,607,180.5,11,11.28,27.0,0
27,16,588,170.9,11,10.68,28.0,0
28,14,618,155.9,12,11.14,29.0,0
29,13,599,150.4,12,11.57,30.0,0
30,12,620,146.5,12,12.21,31.0,0
31,12,604,141.1,12,11.76,32.0,0
32,10,629,130.8,12,13.08,33.0,0
33,10,617,124.9,12,12.49,34.0,0
34,9,641,115.5,12,12.84,35.0,0
35,9,628,112.5,12,12.5,36.0,0
36,8,647,105.2,13,13.15,37.0,0
37,7,635,102.9,14,14.7,38.0,0
38,6,649,98.0,14,16.33,39.0,0
39,6,640,96.3,14,16.05,40.0,0
40,5,652,94.7,14,18.95,41.0,0
41,5,644,93.8,14,18.76,42.0,0
42,5,654,92.9,14,18.58,43.0,0
43,5,645,93.0,14,18.59,44.0,0
44,5,658,89.1,14,17.81,45.0,0
45,5,651,87.1,14,17.43,46.0,0
46,5,658,88.2,14,17.64,47.0,0
47,5,646,91.3,14,18.26,48.0,0
48,5,653,89.4,14,17.88,49.0,0
49,5,647,86.5,14,17.29,50.0,0
50,5,655,82.5,14,16.51,51.0,0
51,5,649,79.6,14,15.93,52.0,0
52,5,654,79.7,14,15.94,53.0,0
53,5,648,76.8,14,15.36,54.0,0
54,5,659,70.9,14,14.18,55.0,0
55,5,654,67.0,14,13.39,56.0,0
56,5,664,62.0,14,12.41,57.0,0
57,5,657,60.1,14,12.02,58.0,0
58,5,665,57.2,14,11.44,59.0,0
59,5,656,57.3,14,11.46,60.0,0
60,5,661,54.4,14,10.87,61.0,0
61,5,655,51.5,14,10.29,62.0,0
62,5,664,44.5,14,8.91,63.0,0
63,4,659,40.8,14,10.19,64.0,0
64,3,662,42.3,14,14.11,65.0,0
65,3,659,40.0,14,13.33,66.0,0
66,3,666,37.6,14,12.54,67.0,0
67,3,663,35.3,14,11.76,68.0,0
68,3,671,31.9,14,10.64,69.0,0
69,3,668,29.6,14,9.86,70.0,0
70,3,672,28.2,14,9.41,71.0,0
71,3,666,28.9,14,9.63,72.0,0
72,3,668,28.5,14,9.51,73.0,0
73,2,661,30.9,15,15.43,74.0,0
74,2,667,27.3,15,13.65,75.0,0
75,2,665,25.7,15,12.86,76.0,0
76,2,670,22.2,15,11.08,77.0,0
77,2,668,20.6,15,10.3,78.0,0
78,2,669,20.0,15,10.01,79.0,0
79,2,665,20.5,15,10.23,80.0,0
80,2,668,18.9,15,9.45,81.0,0
81,2,666,17.3,15,8.66,82.0,0
82,2,671,13.8,15,6.88,83.0,0
83,2,666,15.2,15,7.6,84.0,0
84,2,669,14.6,15,7.31,85.0,0
85,2,667,13.1,15,6.53,86.0,0
86,2,670,11.5,15,5.75,87.0,0
87,2,668,9.9,15,4.96,88.0,0
88,2,671,7.4,15,3.68,89.0,0
89,2,669,5.8,15,2.9,90.0,0
90,2,672,3.2,15,1.61,91.0,0
91,2,669,2.7,15,1.33,92.0,0
92,1,672,0.1,15,0.13,93.0,0
93,1,668,2.3,15,2.35,94.0,0
94,1,668,5.6,15,5.56,95.0,0
95,1,667,4.8,15,4.78,96.0,0
96,1,670,3.0,15,3.0,97.0,0
97,1,669,2.2,15,2.21,98.0,0
98,1,671,0.4,15,0.43,99.0,0
99,0,670,0,15,0,0,0
