x,y,capacity
5,0,1
24,0,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
1,2,1
2,2,1
3,2,2
4,2,2
5,2,2
6,2,2
7,2,2
8,2,1
9,2,1
20,2,1
21,2,1
22,2,2
23,2,2
24,2,2
25,2,2
26,2,2
27,2,1
28,2,1
1,3,1
2,3,2
3,3,3
4,3,3
5,3,3
6,3,3
7,3,3
8,3,2
9,3,1
20,3,1
21,3,2
22,3,3
23,3,3
24,3,3
25,3,3
26,3,3
27,3,2
28,3,1
1,4,1
2,4,2
3,4,3
4,4,4
5,4,4
6,4,4
7,4,3
8,4,2
9,4,1
20,4,1
21,4,2
22,4,3
23,4,4
24,4,4
25,4,4
26,4,3
27,4,2
28,4,1
0,5,1
1,5,1
2,5,2
3,5,3
4,5,4
5,5,5
6,5,4
7,5,3
8,5,2
9,5,1
10,5,1
19,5,1
20,5,1
21,5,2
22,5,3
23,5,4
24,5,5
25,5,4
26,5,3
27,5,2
28,5,1
29,5,1
1,6,1
2,6,2
3,6,3
4,6,4
5,6,4
6,6,4
7,6,3
8,6,2
9,6,1
20,6,1
21,6,2
22,6,3
23,6,4
24,6,4
25,6,4
26,6,3
27,6,2
28,6,1
1,7,1
2,7,2
3,7,3
4,7,3
5,7,3
6,7,3
7,7,3
8,7,2
9,7,1
20,7,1
21,7,2
22,7,3
23,7,3
24,7,3
25,7,3
26,7,3
27,7,2
28,7,1
1,8,1
2,8,1
3,8,2
4,8,2
5,8,3
6,8,2
7,8,2
8,8,3
9,8,1
20,8,1
21,8,3
22,8,2
23,8,2
24,8,3
25,8,2
26,8,2
27,8,1
28,8,1
2,9,1
3,9,1
4,9,1
5,9,3
6,9,1
7,9,1
8,9,1
9,9,3
10,9,1
19,9,1
20,9,3
21,9,1
22,9,1
23,9,1
24,9,3
25,9,1
26,9,1
27,9,1
4,10,1
5,10,3
6,10,1
9,10,1
10,10,3
11,10,1
18,10,1
19,10,3
20,10,1
23,10,1
24,10,3
25,10,1
4,11,1
5,11,3
6,11,1
10,11,1
11,11,3
12,11,1
17,11,1
18,11,3
19,11,1
23,11,1
24,11,3
25,11,1
4,12,1
5,12,3
6,12,1
11,12,1
12,12,3
13,12,1
16,12,1
17,12,3
18,12,1
23,12,1
24,12,3
25,12,1
4,13,1
5,13,3
6,13,1
12,13,1
13,13,3
14,13,1
15,13,1
16,13,3
17,13,1
23,13,1
24,13,3
25,13,1
4,14,1
5,14,3
6,14,1
13,14,1
14,14,3
15,14,3
16,14,1
23,14,1
24,14,3
25,14,1
4,15,1
5,15,3
6,15,1
13,15,1
14,15,3
15,15,3
16,15,1
23,15,1
24,15,3
25,15,1
4,16,1
5,16,3
6,16,1
12,16,1
13,16,3
14,16,1
15,16,1
16,16,3
17,16,1
23,16,1
24,16,3
25,16,1
4,17,1
5,17,3
6,17,1
11,17,1
12,17,3
13,17,1
16,17,1
17,17,3
18,17,1
23,17,1
24,17,3
25,17,1
4,18,1
5,18,3
6,18,1
10,18,1
11,18,3
12,18,1
17,18,1
18,18,3
19,18,1
23,18,1
24,18,3
25,18,1
4,19,1
5,19,3
6,19,1
9,19,1
10,19,3
11,19,1
18,19,1
19,19,3
20,19,1
23,19,1
24,19,3
25,19,1
2,20,1
3,20,1
4,20,1
5,20,3
6,20,1
7,20,1
8,20,1
9,20,3
10,20,1
19,20,1
20,20,3
21,20,1
22,20,1
23,20,1
24,20,3
25,20,1
26,20,1
27,20,1
1,21,1
2,21,1
3,21,2
4,21,2
5,21,3
6,21,2
7,21,2
8,21,3
9,21,1
20,21,1
21,21,3
22,21,2
23,21,2
24,21,3
25,21,2
26,21,2
27,21,1
28,21,1
1,22,1
2,22,2
3,22,3
4,22,3
5,22,3
6,22,3
7,22,3
8,22,2
9,22,1
20,22,1
21,22,2
22,22,3
23,22,3
24,22,3
25,22,3
26,22,3
27,22,2
28,22,1
1,23,1
2,23,2
3,23,3
4,23,4
5,23,4
6,23,4
7,23,3
8,23,2
9,23,1
20,23,1
21,23,2
22,23,3
23,23,4
24,23,4
25,23,4
26,23,3
27,23,2
28,23,1
0,24,1
1,24,1
2,24,2
3,24,3
4,24,4
5,24,5
6,24,4
7,24,3
8,24,2
9,24,1
10,24,1
19,24,1
20,24,1
21,24,2
22,24,3
23,24,4
24,24,5
25,24,4
26,24,3
27,24,2
28,24,1
29,24,1
1,25,1
2,25,2
3,25,3
4,25,4
5,25,4
6,25,4
7,25,3
8,25,2
9,25,1
20,25,1
21,25,2
22,25,3
23,25,4
24,25,4
25,25,4
26,25,3
27,25,2
28,25,1
1,26,1
2,26,2
3,26,3
4,26,3
5,26,3
6,26,3
7,26,3
8,26,2
9,26,1
20,26,1
21,26,2
22,26,3
23,26,3
24,26,3
25,26,3
26,26,3
27,26,2
28,26,1
1,27,1
2,27,1
3,27,2
4,27,2
5,27,2
6,27,2
7,27,2
8,27,1
9,27,1
20,27,1
21,27,1
22,27,2
23,27,2
24,27,2
25,27,2
26,27,2
27,27,1
28,27,1
2,28,1
3,28,1
4,28,1
5,28,1
6,28,1
7,28,1
8,28,1
21,28,1
22,28,1
23,28,1
24,28,1
25,28,1
26,28,1
27,28,1
5,29,1
24,29,1
