x,y,capacity
1,0,1
2,0,1
3,0,2
4,0,2
5,0,2
6,0,2
7,0,2
8,0,1
9,0,1
10,0,1
11,0,1
12,0,2
13,0,2
14,0,2
15,0,2
16,0,2
17,0,1
18,0,1
0,1,1
1,1,1
2,1,2
3,1,2
4,1,3
5,1,3
6,1,3
7,1,2
8,1,2
9,1,1
10,1,1
11,1,2
12,1,2
13,1,3
14,1,3
15,1,3
16,1,2
17,1,2
18,1,1
19,1,1
0,2,1
1,2,2
2,2,2
3,2,3
4,2,3
5,2,3
6,2,3
7,2,3
8,2,2
9,2,2
10,2,2
11,2,2
12,2,3
13,2,3
14,2,3
15,2,3
16,2,3
17,2,2
18,2,2
19,2,1
0,3,2
1,3,2
2,3,3
3,3,3
4,3,4
5,3,4
6,3,4
7,3,3
8,3,3
9,3,2
10,3,2
11,3,3
12,3,3
13,3,4
14,3,4
15,3,4
16,3,3
17,3,3
18,3,2
19,3,2
0,4,2
1,4,3
2,4,3
3,4,4
4,4,4
5,4,5
6,4,4
7,4,4
8,4,3
9,4,3
10,4,3
11,4,3
12,4,4
13,4,4
14,4,5
15,4,4
16,4,4
17,4,3
18,4,3
19,4,2
0,5,2
1,5,3
2,5,3
3,5,4
4,5,5
5,5,5
6,5,5
7,5,4
8,5,3
9,5,3
10,5,3
11,5,3
12,5,4
13,5,5
14,5,5
15,5,5
16,5,4
17,5,3
18,5,3
19,5,2
0,6,2
1,6,3
2,6,3
3,6,4
4,6,4
5,6,5
6,6,4
7,6,4
8,6,3
9,6,3
10,6,3
11,6,3
12,6,4
13,6,4
14,6,5
15,6,4
16,6,4
17,6,3
18,6,3
19,6,2
0,7,2
1,7,2
2,7,3
3,7,3
4,7,4
5,7,4
6,7,4
7,7,3
8,7,3
9,7,2
10,7,2
11,7,3
12,7,3
13,7,4
14,7,4
15,7,4
16,7,3
17,7,3
18,7,2
19,7,2
0,8,1
1,8,2
2,8,2
3,8,3
4,8,3
5,8,3
6,8,3
7,8,3
8,8,2
9,8,2
10,8,2
11,8,2
12,8,3
13,8,3
14,8,3
15,8,3
16,8,3
17,8,2
18,8,2
19,8,1
0,9,1
1,9,1
2,9,2
3,9,2
4,9,3
5,9,3
6,9,3
7,9,2
8,9,2
9,9,1
10,9,1
11,9,2
12,9,2
13,9,3
14,9,3
15,9,3
16,9,2
17,9,2
18,9,1
19,9,1
0,10,1
1,10,1
2,10,2
3,10,2
4,10,3
5,10,3
6,10,3
7,10,2
8,10,2
9,10,1
10,10,1
11,10,2
12,10,2
13,10,3
14,10,3
15,10,3
16,10,2
17,10,2
18,10,1
19,10,1
0,11,1
1,11,2
2,11,2
3,11,3
4,11,3
5,11,3
6,11,3
7,11,3
8,11,2
9,11,2
10,11,2
11,11,2
12,11,3
13,11,3
14,11,3
15,11,3
16,11,3
17,11,2
18,11,2
19,11,1
0,12,2
1,12,2
2,12,3
3,12,3
4,12,4
5,12,4
6,12,4
7,12,3
8,12,3
9,12,2
10,12,2
11,12,3
12,12,3
13,12,4
14,12,4
15,12,4
16,12,3
17,12,3
18,12,2
19,12,2
0,13,2
1,13,3
2,13,3
3,13,4
4,13,4
5,13,5
6,13,4
7,13,4
8,13,3
9,13,3
10,13,3
11,13,3
12,13,4
13,13,4
14,13,5
15,13,4
16,13,4
17,13,3
18,13,3
19,13,2
0,14,2
1,14,3
2,14,3
3,14,4
4,14,5
5,14,5
6,14,5
7,14,4
8,14,3
9,14,3
10,14,3
11,14,3
12,14,4
13,14,5
14,14,5
15,14,5
16,14,4
17,14,3
18,14,3
19,14,2
0,15,2
1,15,3
2,15,3
3,15,4
4,15,4
5,15,5
6,15,4
7,15,4
8,15,3
9,15,3
10,15,3
11,15,3
12,15,4
13,15,4
14,15,5
15,15,4
16,15,4
17,15,3
18,15,3
19,15,2
0,16,2
1,16,2
2,16,3
3,16,3
4,16,4
5,16,4
6,16,4
7,16,3
8,16,3
9,16,2
10,16,2
11,16,3
12,16,3
13,16,4
14,16,4
15,16,4
16,16,3
17,16,3
18,16,2
19,16,2
0,17,1
1,17,2
2,17,2
3,17,3
4,17,3
5,17,3
6,17,3
7,17,3
8,17,2
9,17,2
10,17,2
11,17,2
12,17,3
13,17,3
14,17,3
15,17,3
16,17,3
17,17,2
18,17,2
19,17,1
0,18,1
1,18,1
2,18,2
3,18,2
4,18,3
5,18,3
6,18,3
7,18,2
8,18,2
9,18,1
10,18,1
11,18,2
12,18,2
13,18,3
14,18,3
15,18,3
16,18,2
17,18,2
18,18,1
19,18,1
1,19,1
2,19,1
3,19,2
4,19,2
5,19,2
6,19,2
7,19,2
8,19,1
9,19,1
10,19,1
11,19,1
12,19,2
13,19,2
14,19,2
15,19,2
16,19,2
17,19,1
18,19,1
