step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,50,1253,697.8,0,13.96,1.0,0
1,50,1208,653.6,0,13.07,2.0,0
2,49,1218,608.3,1,12.41,3.0,0
3,47,1181,561.4,3,11.95,4.0,0
4,47,1214,504.6,3,10.74,5.0,0
5,45,1178,460.3,5,10.23,6.0,0
6,44,1220,401.9,6,9.13,7.0,0
7,44,1188,355.4,6,8.08,8.0,0
8,31,1223,315.0,8,10.16,9.0,0
9,30,1194,290.5,9,9.68,10.0,0
10,27,1225,253.9,9,9.4,11.0,0
11,22,1206,230.0,10,10.46,12.0,0
12,20,1238,203.2,10,10.16,13.0,0
13,18,1216,190.2,10,10.56,14.0,0
14,16,1240,171.6,10,10.72,15.0,0
15,15,1222,161.6,10,10.77,16.0,0
16,15,1243,139.8,10,9.32,17.0,0
17,14,1223,133.2,10,9.51,18.0,0
18,14,1243,115.2,10,8.23,19.0,0
19,13,1228,107.0,11,8.23,20.0,0
20,9,1244,96.6,11,10.74,21.0,0
21,9,1233,91.6,11,10.18,22.0,0
22,9,1250,79.5,11,8.84,23.0,0
23,9,1241,72.5,11,8.05,24.0,0
24,8,1254,62.3,11,7.78,25.0,0
25,8,1245,57.0,11,7.13,26.0,0
26,7,1257,45.5,11,6.49,27.0,0
27,7,1250,40.0,11,5.71,28.0,0
28,6,1259,31.3,11,5.21,29.0,0
29,4,1251,29.6,11,7.4,30.0,0
30,3,1260,23.9,11,7.97,31.0,0
31,3,1256,22.6,11,7.52,32.0,0
32,3,1263,18.2,11,6.07,33.0,0
33,2,1259,17.5,11,8.76,34.0,0
34,2,1263,15.9,11,7.97,35.0,0
35,2,1261,14.4,11,7.19,36.0,0
36,2,1267,10.8,11,5.41,37.0,0
37,2,1265,9.2,11,4.62,38.0,0
38,1,1269,6.9,11,6.94,39.0,0
39,1,1268,6.2,11,6.15,40.0,0
40,1,1270,4.4,11,4.37,41.0,0
41,1,1267,5.6,11,5.58,42.0,0
42,1,1269,3.8,11,3.8,43.0,0
43,1,1268,3.0,11,3.02,44.0,0
44,1,1270,1.2,11,1.23,45.0,0
45,1,1269,0.5,11,0.45,46.0,0
46,0,1270,0,11,0,0,0
