step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,50,2626,863.2,0,17.26,1.0,0
1,50,2467,971.4,0,19.43,2.0,0
2,50,2455,1072.5,0,21.45,3.0,0
3,50,2297,1179.7,0,23.59,4.0,0
4,50,2368,1268.9,0,25.38,5.0,0
5,48,2221,1367.1,2,28.48,6.0,0
6,47,2333,1453.3,3,30.92,7.0,0
7,46,2190,1549.6,4,33.69,8.0,0
8,46,2327,1626.8,4,35.37,9.0,0
9,46,2201,1706.0,4,37.09,10.0,0
10,45,2326,1795.3,5,39.9,11.0,0
11,45,2188,1887.5,5,41.95,12.0,0
12,45,2336,1940.8,5,43.13,13.0,0
13,45,2214,2017.1,5,44.82,14.0,0
14,43,2348,2087.4,7,48.54,15.0,0
15,44,2222,2169.6,7,49.31,15.64,1
16,44,2342,2249.9,7,51.13,16.64,1
17,44,2210,2337.2,7,53.12,17.64,1
18,44,2347,2390.5,7,54.33,18.64,1
19,44,2245,2447.7,7,55.63,19.64,1
20,44,2380,2496.0,7,56.73,20.64,1
21,44,2257,2574.3,7,58.51,21.64,1
22,43,2374,2643.6,8,61.48,22.63,1
23,43,2261,2712.9,8,63.09,23.63,1
24,43,2391,2759.2,8,64.17,24.63,1
25,43,2267,2839.5,8,66.03,25.63,1
26,42,2393,2887.8,9,68.76,26.62,1
27,42,2294,2944.1,9,70.1,27.62,1
28,41,2425,2991.4,10,72.96,28.61,1
29,39,2314,3062.7,12,78.53,29.59,1
30,39,2435,3104.1,13,79.59,29.79,2
31,39,2326,3173.5,13,81.37,30.79,2
32,41,2446,3199.8,13,78.04,30.24,4
33,39,2352,3254.2,15,83.44,31.1,4
34,39,2438,3299.5,15,84.6,32.1,4
35,38,2333,3365.9,16,88.58,33.03,4
36,37,2430,3412.3,17,92.22,33.95,4
37,36,2337,3468.7,18,96.35,34.86,4
38,35,2435,3513.1,19,100.38,35.77,4
39,34,2349,3564.6,20,104.84,36.68,4
40,33,2459,3592.0,21,108.85,37.58,4
41,33,2377,3640.5,21,110.32,38.58,4
42,32,2483,3672.0,22,114.75,40.5,4
43,32,2407,3715.4,22,116.11,41.5,4
44,31,2497,3752.9,23,121.06,42.42,4
45,31,2418,3800.4,23,122.59,43.42,4
46,31,2499,3843.9,23,124.0,44.42,4
47,31,2419,3892.4,23,125.56,45.42,4
48,31,2505,3929.9,23,126.77,46.42,4
49,30,2427,3977.4,24,132.58,47.33,4
50,30,2518,4011.9,24,133.73,48.33,4
51,29,2438,4062.4,25,140.08,50.38,4
52,28,2520,4090.9,26,146.11,51.32,4
53,28,2447,4135.5,26,147.7,52.32,4
54,28,2528,4158.0,26,148.5,53.32,4
55,28,2458,4199.6,26,149.98,54.32,4
56,28,2526,4225.1,26,150.9,55.32,4
57,28,2455,4267.6,26,152.42,56.32,4
58,28,2507,4313.2,26,154.04,57.32,4
59,26,2432,4361.7,28,167.76,58.19,4
60,26,2501,4398.3,28,169.17,59.19,4
61,26,2431,4441.9,28,170.84,60.19,4
62,26,2510,4469.5,28,171.9,61.19,4
63,25,2444,4510.0,29,180.4,62.12,4
64,25,2523,4528.6,29,181.15,63.12,4
65,24,2461,4566.2,30,190.26,64.04,4
66,24,2552,4563.8,30,190.16,65.04,4
67,24,2491,4600.4,30,191.69,66.04,4
68,24,2552,4614.1,30,192.25,67.04,4
69,23,2508,4634.7,31,201.51,67.96,4
70,23,2573,4640.3,31,201.75,68.96,4
71,23,2511,4678.9,31,203.43,69.96,4
72,23,2566,4701.5,31,204.41,70.96,4
73,22,2515,4730.2,32,215.01,71.86,4
74,22,2576,4743.8,32,215.63,72.86,4
75,20,2528,4771.5,34,238.57,73.65,4
76,20,2579,4796.2,34,239.81,74.65,4
77,20,2529,4825.8,34,241.29,75.65,4
78,20,2600,4824.5,34,241.22,76.65,4
79,20,2553,4851.2,34,242.56,77.65,4
80,20,2599,4874.8,34,243.74,78.65,4
81,20,2561,4892.5,34,244.63,79.65,4
82,20,2619,4895.2,34,244.76,80.65,4
83,20,2580,4913.8,34,245.69,81.65,4
84,20,2624,4916.5,34,245.83,82.65,4
85,20,2572,4948.2,34,247.41,83.65,4
86,20,2617,4950.9,34,247.54,84.65,4
87,20,2584,4963.5,34,248.18,85.65,4
88,20,2610,4984.2,34,249.21,86.65,4
89,20,2550,5023.9,34,251.19,87.65,4
90,20,2584,5042.5,34,252.13,88.65,4
91,20,2533,5073.2,34,253.66,89.65,4
92,20,2583,5082.9,34,254.14,90.65,4
93,20,2528,5117.5,34,255.88,91.65,4
94,20,2585,5136.2,34,256.81,92.65,4
95,20,2527,5173.9,34,258.69,93.65,4
96,20,2580,5197.6,34,259.88,94.65,4
97,20,2537,5220.2,34,261.01,95.65,4
98,20,2595,5232.9,34,261.64,96.65,4
99,20,2540,5267.6,34,263.38,97.65,4
100,20,2600,5276.2,34,263.81,98.65,4
101,20,2559,5296.9,34,264.85,99.65,4
102,20,2616,5302.6,34,265.13,100.65,4
