step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,50,1127,829.1,0,16.58,1.0,0
1,49,981,889.0,1,18.14,2.0,0
2,48,997,901.6,2,18.78,3.0,0
3,48,913,901.2,2,18.78,4.0,0
4,47,981,883.6,3,18.8,5.0,0
5,46,906,877.8,4,19.08,6.0,0
6,46,979,863.9,4,18.78,7.0,0
7,46,897,865.1,4,18.81,8.0,0
8,46,980,854.2,4,18.57,9.0,0
9,46,903,850.3,4,18.49,10.0,0
10,45,984,838.3,5,18.63,11.0,0
11,45,902,841.2,5,18.69,12.0,0
12,45,983,832.1,5,18.49,13.0,0
13,45,909,827.0,5,18.38,14.0,0
14,45,989,814.9,5,18.11,15.0,0
15,45,914,810.8,5,18.02,16.0,0
16,45,988,798.7,5,17.75,17.0,0
17,45,914,793.6,5,17.63,18.0,0
18,45,989,779.5,5,17.32,19.0,0
19,43,928,764.9,7,17.79,20.0,0
20,42,997,756.1,8,18.0,21.0,0
21,40,936,746.7,10,18.67,22.0,0
22,40,1008,726.4,10,18.16,23.0,0
23,40,943,721.1,10,18.03,24.0,0
24,39,1024,691.6,11,17.73,25.0,0
25,38,964,684.8,12,18.02,26.0,0
26,37,1036,661.7,13,17.89,27.0,0
27,37,983,649.7,13,17.56,28.0,0
28,36,1042,632.4,14,17.57,29.0,0
29,35,990,621.9,14,17.77,30.0,0
30,34,1052,596.9,14,17.55,31.0,0
31,34,1003,586.1,14,17.24,32.0,0
32,33,1061,565.3,14,17.13,33.0,0
33,33,1011,557.3,14,16.89,34.0,0
34,32,1066,539.8,14,16.87,35.0,0
35,30,1016,535.6,15,17.85,36.0,0
36,30,1063,529.9,15,17.66,37.0,0
37,30,1008,532.2,15,17.74,38.0,0
38,29,1056,526.2,16,18.14,39.0,0
39,29,1011,520.2,16,17.94,40.0,0
40,29,1064,508.2,16,17.53,41.0,0
41,27,1020,504.8,18,18.7,42.0,0
42,27,1072,493.3,18,18.27,43.0,0
43,26,1030,488.2,18,18.78,44.0,0
44,25,1076,483.6,18,19.34,45.0,0
45,25,1039,476.7,18,19.07,46.0,0
46,25,1080,471.7,18,18.87,47.0,0
47,24,1044,465.5,19,19.4,48.0,0
48,23,1094,450.1,20,19.57,49.0,0
49,23,1060,443.7,20,19.29,50.0,0
50,22,1102,432.9,20,19.68,51.0,0
51,21,1067,429.6,20,20.46,52.0,0
52,18,1102,427.3,21,23.74,53.0,0
53,18,1067,430.7,21,23.93,54.0,0
54,18,1113,423.0,21,23.5,55.0,0
55,17,1088,416.8,21,24.52,56.0,0
56,17,1131,406.9,21,23.94,57.0,0
57,17,1105,403.1,21,23.71,58.0,0
58,17,1142,392.2,21,23.07,59.0,0
59,17,1120,384.3,21,22.61,60.0,0
60,17,1156,365.4,21,21.5,61.0,0
61,17,1128,363.5,21,21.38,62.0,0
62,16,1151,354.4,21,22.15,63.0,0
63,16,1127,350.3,21,21.89,64.0,0
64,16,1150,341.1,21,21.32,65.0,0
65,16,1122,341.0,21,21.31,66.0,0
66,16,1151,323.9,21,20.24,67.0,0
67,16,1124,322.8,21,20.17,68.0,0
68,16,1148,316.6,21,19.79,69.0,0
69,16,1111,325.5,21,20.35,70.0,0
70,15,1129,328.9,21,21.93,71.0,0
71,15,1104,327.5,21,21.83,72.0,0
72,15,1137,320.1,21,21.34,73.0,0
73,14,1110,320.9,21,22.92,74.0,0
74,14,1142,315.2,21,22.52,75.0,0
75,13,1118,315.2,21,24.25,76.0,0
76,13,1151,308.4,21,23.72,77.0,0
77,12,1133,305.3,22,25.44,78.0,0
78,12,1158,302.2,22,25.18,79.0,0
79,12,1129,310.1,22,25.84,80.0,0
80,11,1156,301.1,22,27.37,81.0,0
81,10,1144,293.9,22,29.39,82.0,0
82,9,1172,285.2,22,31.69,83.0,0
