step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,50,835,834.5,0,16.69,1.0,0
1,50,687,936.1,0,18.72,2.0,0
2,50,685,1018.6,0,20.37,3.0,0
3,49,561,1097.1,1,22.39,4.0,0
4,47,635,1139.4,3,24.24,5.0,0
5,47,538,1192.8,3,25.38,6.0,0
6,46,632,1229.0,4,26.72,7.0,0
7,46,543,1275.3,4,27.72,8.0,0
8,44,652,1300.4,6,29.55,9.0,0
9,43,559,1353.5,7,31.48,10.0,0
10,42,657,1388.4,8,33.06,11.0,0
11,41,564,1443.3,9,35.2,12.0,0
12,41,668,1465.2,9,35.74,13.0,0
13,41,592,1503.1,9,36.66,14.0,0
14,41,686,1527.1,9,37.25,15.0,0
15,41,600,1575.0,9,38.41,16.0,0
16,39,682,1612.7,11,41.35,17.0,0
17,37,611,1649.3,13,44.58,18.0,0
18,35,705,1673.8,15,47.82,19.0,0
19,31,649,1701.0,19,54.87,20.0,0
20,28,743,1713.0,22,61.18,21.0,0
21,26,696,1735.8,24,66.76,22.0,0
22,25,765,1749.6,25,69.98,23.0,0
23,25,704,1787.4,25,71.5,24.0,0
24,25,753,1809.2,25,72.37,25.0,0
25,24,704,1835.9,26,76.49,26.0,0
26,23,756,1855.5,27,80.67,27.0,0
27,22,707,1884.1,28,85.64,28.0,0
28,20,771,1893.5,30,94.67,29.0,0
29,19,733,1913.8,31,100.73,30.0,0
30,18,798,1917.1,32,106.51,31.0,0
31,18,764,1934.4,32,107.47,32.0,0
32,15,805,1944.4,35,129.63,33.0,0
33,15,770,1965.5,35,131.03,34.0,0
34,15,815,1969.6,35,131.3,35.0,0
35,14,790,1981.6,36,141.54,36.0,0
36,13,832,1987.5,37,152.88,37.0,0
37,12,813,1995.3,38,166.28,38.0,0
38,11,848,2003.1,39,182.1,39.0,0
39,10,831,2010.8,40,201.08,40.0,0
40,10,852,2024.5,40,202.45,41.0,0
41,10,825,2042.2,40,204.22,42.0,0
42,9,854,2042.9,41,226.99,43.0,0
43,9,832,2056.5,41,228.5,44.0,0
