step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,50,625,745.8,0,14.92,1.0,0
1,49,545,738.4,1,15.07,2.0,0
2,49,584,696.0,1,14.2,3.0,0
3,49,520,672.6,1,13.73,4.0,0
4,48,574,631.0,2,13.15,5.0,0
5,48,521,598.4,2,12.47,6.0,0
6,48,574,559.8,2,11.66,7.0,0
7,48,524,524.2,2,10.92,8.0,0
8,48,581,481.6,2,10.03,9.0,0
9,46,533,445.8,4,9.69,10.0,0
10,43,590,406.7,5,9.46,11.0,0
11,42,540,381.8,6,9.09,12.0,0
12,40,585,353.3,6,8.83,13.0,0
13,40,535,332.0,6,8.3,14.0,0
14,36,581,301.6,6,8.38,15.0,0
15,34,536,283.5,6,8.34,16.0,0
16,32,583,255.5,6,7.98,17.0,0
17,29,542,239.7,6,8.27,18.0,0
18,26,584,217.7,6,8.37,19.0,0
19,26,554,201.3,6,7.74,20.0,0
20,22,588,185.7,6,8.44,21.0,0
21,20,559,176.0,6,8.8,22.0,0
22,17,598,157.4,6,9.26,23.0,0
23,17,578,147.1,6,8.65,24.0,0
24,14,605,137.5,6,9.82,25.0,0
25,14,583,134.5,6,9.61,26.0,0
26,12,610,125.9,6,10.49,27.0,0
27,12,589,125.5,6,10.46,28.0,0
28,11,614,120.8,6,10.98,29.0,0
29,11,601,114.2,6,10.38,30.0,0
30,11,617,112.6,6,10.23,31.0,0
31,10,597,113.0,6,11.3,32.0,0
32,10,613,107.2,6,10.72,33.0,0
33,10,602,100.3,6,10.03,34.0,0
34,9,618,95.3,7,10.59,35.0,0
35,8,609,88.6,7,11.08,31.5,1
36,8,628,81.4,7,10.17,32.5,1
37,8,615,80.1,7,10.01,33.5,1
38,6,629,79.0,7,13.16,33.0,1
39,6,620,77.3,7,12.88,34.0,1
40,5,635,76.3,8,15.27,33.8,1
41,5,624,78.4,8,15.68,34.8,1
42,5,639,75.5,8,15.1,35.8,1
43,5,633,72.6,8,14.52,36.8,1
44,5,642,69.7,8,13.93,37.8,1
45,5,635,67.8,8,13.55,38.8,1
46,5,643,64.8,8,12.97,39.8,1
47,5,633,65.9,8,13.18,40.8,1
48,5,642,65.0,8,13.0,41.8,1
49,5,636,62.1,8,12.42,42.8,1
50,5,644,59.2,8,11.83,43.8,1
51,5,637,57.2,8,11.45,44.8,1
52,5,642,58.3,8,11.67,45.8,1
53,5,631,60.4,8,12.08,46.8,1
54,5,640,60.5,8,12.1,47.8,1
55,4,628,63.6,8,15.9,47.0,1
56,4,639,63.5,8,15.86,48.0,1
57,4,633,62.3,8,15.58,49.0,1
58,3,639,66.0,9,21.99,47.0,1
59,3,636,63.6,9,21.21,48.0,1
60,3,648,58.3,9,19.42,49.0,1
61,3,645,55.9,9,18.64,50.0,1
62,3,650,55.6,9,18.52,51.0,1
63,3,644,56.2,9,18.74,52.0,1
64,3,651,53.9,9,17.95,53.0,1
65,3,648,51.5,9,17.17,54.0,1
66,4,652,50.2,9,12.54,41.25,2
67,4,646,49.0,9,12.26,42.25,2
68,4,652,43.9,9,10.97,43.25,2
69,4,648,40.8,9,10.19,44.25,2
70,4,653,34.6,9,8.66,45.25,2
71,4,649,31.5,9,7.87,46.25,2
72,3,654,26.6,9,8.85,38.67,2
73,3,648,27.2,9,9.07,39.67,2
74,3,650,26.9,9,8.95,40.67,2
75,3,647,24.5,9,8.17,41.67,2
76,3,652,21.2,9,7.05,42.67,2
77,3,649,18.8,9,6.27,43.67,2
78,3,655,14.5,9,4.82,44.67,2
79,3,652,12.1,9,4.03,45.67,2
80,3,657,7.8,9,2.58,46.67,2
81,3,648,11.4,9,3.8,47.67,2
82,3,653,7.0,9,2.35,48.67,2
83,3,650,4.7,9,1.57,49.67,2
84,3,652,3.3,9,1.12,50.67,2
85,2,649,1.3,9,0.64,52.5,2
86,1,653,0.3,9,0.33,20.0,2
87,0,652,0,9,0,0,2
