id,alpha,sugar,age,vision,metabolism,x,y
18,-0.77,570.7,200,5,0.973180418445447,6,24
6,-0.674,442.6,200,5,0.973180418445447,5,16
27,-0.554,719.8,200,5,0.973180418445447,17,24
44,0.715,147.6,200,5,0.973180418445447,22,5
46,-0.295,322.3,200,5,0.973180418445447,6,13
29,-0.683,667.3,200,5,0.973180418445447,5,13
