step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,50,2501,767.7,0,15.35,1.0,0
1,50,2454,781.3,0,15.63,2.0,0
2,50,2457,800.0,0,16.0,3.0,0
3,50,2390,833.6,0,16.67,4.0,0
4,50,2417,856.3,0,17.13,5.0,0
5,49,2359,881.6,1,17.99,6.0,0
6,47,2404,905.2,3,19.26,7.0,0
7,45,2350,929.2,5,20.65,8.0,0
8,44,2411,942.9,6,21.43,9.0,0
9,43,2354,971.2,7,22.59,10.0,0
10,41,2416,984.8,9,24.02,11.0,0
11,41,2364,1009.5,9,24.62,12.0,0
12,41,2421,1017.1,9,24.81,13.0,0
13,38,2380,1032.8,12,27.18,14.0,0
14,36,2433,1036.8,14,28.8,15.0,0
15,35,2391,1055.4,15,30.16,16.0,0
16,35,2427,1069.1,15,30.55,17.0,0
17,35,2385,1087.7,15,31.08,18.0,0
18,34,2427,1090.1,16,32.06,19.0,0
19,34,2398,1096.4,16,32.25,20.0,0
20,33,2447,1093.4,17,33.13,21.0,0
21,31,2414,1105.7,19,35.67,22.0,0
22,30,2461,1098.0,20,36.6,22.23,1
23,29,2428,1111.7,21,38.33,24.0,1
24,31,2456,1114.3,21,35.95,23.39,3
25,30,2426,1124.3,22,37.48,25.17,3
26,30,2455,1124.3,22,37.48,26.17,3
27,28,2425,1135.6,24,40.56,27.11,3
28,28,2459,1138.0,24,40.64,28.11,3
29,28,2427,1151.3,24,41.12,29.11,3
30,27,2452,1160.6,24,42.99,30.07,3
31,27,2414,1180.6,24,43.73,31.07,3
32,26,2447,1191.3,25,45.82,32.04,3
33,24,2416,1206.3,27,50.26,32.96,3
34,24,2458,1212.3,27,50.51,33.96,3
35,24,2432,1222.9,28,50.96,33.46,4
36,23,2469,1223.6,29,53.2,35.91,4
37,23,2444,1233.2,29,53.62,36.91,4
38,24,2480,1229.9,29,51.25,36.33,5
39,22,2446,1248.6,30,56.75,37.09,5
40,22,2470,1255.9,30,57.09,38.09,5
41,22,2440,1271.2,30,57.78,39.09,5
42,22,2464,1277.6,30,58.07,40.09,5
43,21,2440,1286.9,30,61.28,40.95,5
44,21,2468,1286.9,30,61.28,41.95,5
45,21,2438,1302.9,30,62.04,42.95,5
46,21,2466,1303.9,30,62.09,43.95,5
47,20,2444,1312.6,31,65.63,44.8,5
48,20,2466,1318.2,31,65.91,45.8,5
49,20,2439,1331.9,31,66.59,46.8,5
50,20,2462,1335.5,31,66.78,47.8,5
51,20,2427,1357.2,31,67.86,48.8,5
52,20,2457,1355.9,31,67.79,49.8,5
53,20,2437,1362.5,31,68.13,50.8,5
54,20,2464,1364.2,31,68.21,51.8,5
55,20,2441,1373.8,31,68.69,52.8,5
56,20,2468,1373.5,31,68.67,53.8,5
57,19,2442,1386.8,32,72.99,54.63,5
58,19,2466,1389.1,32,73.11,55.63,5
59,19,2447,1395.5,32,73.45,56.63,5
60,19,2468,1395.8,32,73.46,57.63,5
61,19,2445,1406.1,32,74.01,58.63,5
62,19,2470,1404.5,32,73.92,59.63,5
63,20,2446,1415.8,32,70.79,57.6,6
64,21,2473,1414.4,32,67.35,55.81,7
65,20,2445,1429.1,33,71.46,59.6,7
66,20,2461,1439.8,33,71.99,60.6,7
67,20,2436,1451.4,33,72.57,61.6,7
68,20,2464,1450.1,33,72.5,62.6,7
69,20,2439,1461.7,33,73.09,63.6,7
70,21,2467,1457.4,33,69.4,61.52,8
71,21,2441,1469.4,33,69.97,62.52,8
72,21,2459,1474.4,33,70.21,63.52,8
73,22,2437,1482.4,33,67.38,61.59,9
74,22,2461,1482.7,33,67.4,62.59,9
75,22,2429,1500.0,33,68.18,63.59,9
76,22,2446,1510.4,33,68.65,64.59,9
77,21,2424,1518.4,34,72.3,68.52,9
78,20,2455,1518.0,35,75.9,69.05,9
79,20,2431,1528.7,35,76.43,70.05,9
80,19,2460,1530.0,36,80.53,70.53,9
81,19,2440,1537.3,36,80.91,71.53,9
82,19,2467,1537.7,36,80.93,72.53,9
83,19,2448,1544.0,36,81.26,73.53,9
84,19,2476,1540.3,36,81.07,74.53,9
85,19,2449,1554.6,36,81.82,75.53,9
86,19,2471,1557.0,36,81.95,76.53,9
87,19,2440,1575.3,36,82.91,77.53,9
88,19,2465,1576.6,36,82.98,78.53,9
89,19,2438,1590.9,36,83.73,79.53,9
90,19,2462,1595.3,36,83.96,80.53,9
91,19,2440,1604.6,36,84.45,81.53,9
92,19,2464,1605.9,36,84.52,82.53,9
93,19,2439,1618.3,36,85.17,83.53,9
94,18,2465,1617.2,37,89.85,83.94,9
95,18,2447,1623.2,37,90.18,84.94,9
96,18,2470,1623.2,37,90.18,85.94,9
97,18,2448,1633.2,37,90.73,86.94,9
98,18,2472,1633.2,37,90.73,87.94,9
99,18,2451,1642.2,37,91.23,88.94,9
100,18,2470,1645.2,37,91.4,89.94,9
101,18,2446,1657.2,37,92.07,90.94,9
102,17,2466,1659.9,38,97.64,91.29,9
103,17,2447,1667.5,38,98.09,92.29,9
104,17,2467,1670.2,38,98.25,93.29,9
105,17,2445,1680.8,38,98.87,94.29,9
106,17,2472,1680.5,38,98.85,95.29,9
107,17,2454,1687.2,38,99.25,96.29,9
108,16,2483,1684.5,39,105.28,96.56,9
109,15,2468,1689.5,40,112.63,96.73,9
110,15,2489,1691.5,40,112.77,97.73,9
111,15,2475,1695.5,40,113.03,98.73,9
112,15,2491,1698.5,40,113.23,99.73,9
113,15,2475,1704.5,40,113.63,100.73,9
114,15,2494,1704.5,40,113.63,101.73,9
115,15,2475,1713.5,40,114.23,102.73,9
116,15,2492,1713.5,40,114.23,103.73,9
117,15,2472,1723.5,40,114.9,104.73,9
118,15,2489,1726.5,40,115.1,105.73,9
119,15,2470,1735.4,40,115.7,106.73,9
120,15,2488,1738.4,40,115.9,107.73,9
121,15,2473,1743.4,40,116.23,108.73,9
122,15,2491,1745.4,40,116.36,109.73,9
123,15,2473,1753.4,40,116.9,110.73,9
124,15,2488,1757.4,40,117.16,111.73,9
125,15,2472,1763.4,40,117.56,112.73,9
126,15,2493,1760.4,40,117.36,113.73,9
127,15,2474,1769.4,40,117.96,114.73,9
128,15,2488,1773.4,40,118.23,115.73,9
129,15,2468,1783.4,40,118.89,116.73,9
130,15,2491,1780.4,40,118.69,117.73,9
131,15,2475,1786.4,40,119.09,118.73,9
132,15,2490,1792.4,40,119.49,119.73,9
133,15,2472,1800.4,40,120.03,120.73,9
134,15,2489,1802.4,40,120.16,121.73,9
135,15,2469,1812.4,40,120.82,122.73,9
136,15,2484,1817.4,40,121.16,123.73,9
137,15,2469,1822.4,40,121.49,124.73,9
138,15,2486,1825.4,40,121.69,125.73,9
139,15,2471,1830.3,40,122.02,126.73,9
140,15,2494,1827.3,40,121.82,127.73,9
141,15,2474,1837.3,40,122.49,128.73,9
142,15,2492,1837.3,40,122.49,129.73,9
143,15,2474,1845.3,40,123.02,130.73,9
144,14,2490,1850.0,41,132.14,130.79,9
145,14,2475,1855.7,41,132.55,131.79,9
146,14,2491,1861.3,41,132.95,132.79,9
147,14,2468,1875.0,41,133.93,133.79,9
148,14,2485,1879.6,41,134.26,134.79,9
149,14,2470,1885.3,41,134.66,135.79,9
150,14,2488,1888.0,41,134.85,136.79,9
151,14,2469,1897.6,41,135.54,137.79,9
152,14,2485,1901.3,41,135.81,138.79,9
153,14,2468,1908.9,41,136.35,139.79,9
154,14,2488,1906.6,41,136.19,140.79,9
155,14,2470,1915.3,41,136.81,141.79,9
156,14,2483,1919.9,41,137.14,142.79,9
157,15,2465,1928.6,41,128.57,134.2,10
158,15,2479,1932.6,41,128.84,135.2,10
159,14,2462,1940.3,42,138.59,145.79,10
160,14,2479,1942.9,42,138.78,146.79,10
161,14,2465,1947.6,42,139.11,147.79,10
162,14,2484,1949.2,42,139.23,148.79,10
163,14,2464,1959.9,42,139.99,149.79,10
