step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,48,1738,834.0,2,17.37,1.0,0
1,48,1623,917.0,2,19.1,2.0,0
2,48,1646,967.0,2,20.14,3.0,0
3,47,1558,1023.6,3,21.78,4.0,0
4,47,1614,1069.3,3,22.75,5.0,0
5,43,1538,1116.6,7,25.97,6.0,0
6,41,1625,1136.2,9,27.71,7.0,0
7,40,1570,1164.5,10,29.11,8.0,0
8,40,1639,1189.9,10,29.75,9.0,0
9,40,1579,1223.2,10,30.58,10.0,0
10,39,1640,1246.2,11,31.95,11.0,0
11,39,1583,1277.2,11,32.75,12.0,0
12,39,1646,1290.1,11,33.08,13.0,0
13,36,1590,1321.5,14,36.71,14.0,0
14,32,1660,1332.1,18,41.63,15.0,0
15,30,1619,1353.1,20,45.1,16.0,0
16,28,1682,1365.4,22,48.77,17.0,0
17,26,1644,1386.1,24,53.31,18.0,0
18,26,1691,1399.4,25,53.82,18.27,1
19,25,1649,1424.7,26,56.99,19.24,1
20,25,1691,1442.1,26,57.68,20.24,1
21,24,1649,1468.1,27,61.17,21.21,1
22,23,1702,1480.7,28,64.38,22.17,1
23,22,1660,1508.1,29,68.55,23.14,1
24,20,1696,1529.7,31,76.49,24.05,1
25,21,1667,1545.4,31,73.59,23.86,2
26,20,1713,1553.0,32,77.65,24.75,2
27,21,1686,1566.7,32,74.6,24.52,3
28,19,1726,1572.0,34,82.74,26.63,3
29,19,1692,1593.3,34,83.86,27.63,3
30,19,1724,1605.7,34,84.51,28.63,3
31,19,1691,1626.0,34,85.58,29.63,3
32,20,1717,1644.3,34,82.22,29.1,4
33,20,1683,1665.0,34,83.25,30.1,4
34,19,1715,1682.3,35,88.54,30.89,4
35,19,1684,1700.6,35,89.51,31.89,4
36,19,1718,1712.0,35,90.1,32.89,4
37,18,1690,1728.0,36,96.0,33.67,4
38,18,1721,1742.0,36,96.78,34.67,4
39,18,1688,1762.9,36,97.94,35.67,4
40,18,1711,1780.9,36,98.94,36.67,4
41,18,1681,1798.9,36,99.94,37.67,4
42,18,1714,1808.9,36,100.5,38.67,4
43,18,1682,1828.9,36,101.61,39.67,4
44,17,1709,1844.6,37,108.51,40.41,4
45,16,1685,1857.9,38,116.12,42.31,4
46,16,1717,1866.2,38,116.64,43.31,4
47,16,1691,1881.6,38,117.6,44.31,4
48,16,1717,1893.9,38,118.37,45.31,4
49,16,1691,1909.2,38,119.33,46.31,4
50,16,1718,1921.6,38,120.1,47.31,4
51,15,1698,1931.6,39,128.77,48.07,4
52,14,1732,1934.2,40,138.16,48.79,4
53,13,1715,1942.5,41,149.43,51.46,4
54,13,1742,1949.9,41,149.99,52.46,4
55,11,1728,1956.5,43,177.87,53.0,4
56,12,1751,1962.2,43,163.52,49.5,5
57,11,1731,1974.9,44,179.53,49.82,5
58,10,1754,1980.2,45,198.02,50.0,5
59,10,1743,1984.5,45,198.45,51.0,5
60,10,1767,1983.8,45,198.38,52.0,5
61,10,1751,1993.2,45,199.32,53.0,5
62,9,1769,1994.2,46,221.58,53.0,5
63,9,1758,1999.2,46,222.13,54.0,5
64,8,1770,2002.8,47,250.35,57.88,5
65,8,1761,2006.5,47,250.81,58.88,5
66,8,1774,2009.2,47,251.15,59.88,5
67,8,1763,2014.8,47,251.85,60.88,5
68,8,1774,2020.5,47,252.56,61.88,5
69,8,1766,2023.2,47,252.89,62.88,5
70,7,1780,2023.5,48,289.07,62.86,5
71,7,1768,2030.8,48,290.12,63.86,5
72,7,1776,2036.2,48,290.88,64.86,5
73,7,1767,2040.5,48,291.5,65.86,5
74,7,1774,2049.8,48,292.83,66.86,5
75,7,1764,2055.1,48,293.59,67.86,5
76,7,1772,2062.5,48,294.64,68.86,5
77,7,1762,2067.8,48,295.4,69.86,5
78,7,1772,2076.1,48,296.59,70.86,5
79,6,1763,2081.1,49,346.86,70.5,5
80,6,1776,2085.1,49,347.52,71.5,5
81,6,1768,2089.1,49,348.19,72.5,5
82,6,1785,2090.1,49,348.35,73.5,5
83,6,1777,2094.1,49,349.02,74.5,5
84,6,1791,2094.1,49,349.02,75.5,5
85,6,1783,2098.1,49,349.69,76.5,5
86,6,1792,2098.1,49,349.69,77.5,5
87,6,1785,2101.1,49,350.19,78.5,5
88,6,1789,2106.1,49,351.02,79.5,5
89,6,1777,2114.1,49,352.35,80.5,5
90,6,1785,2119.1,49,353.19,81.5,5
91,6,1775,2125.1,49,354.19,82.5,5
92,6,1786,2126.1,49,354.35,83.5,5
