step,agents_alive,total_map_sugar,total_agent_sugar,combats_total,avg_agent_sugar,avg_agent_age,births_total
0,49,842,755.8,1,15.42,1.0,0
1,49,778,764.6,1,15.6,2.0,0
2,49,801,760.4,1,15.52,3.0,0
3,49,737,769.2,1,15.7,4.0,0
4,49,775,766.0,1,15.63,5.0,0
5,49,716,769.8,1,15.71,6.0,0
6,48,770,763.7,2,15.91,7.0,0
7,47,712,768.8,3,16.36,8.0,0
8,47,778,758.8,3,16.15,9.0,0
9,47,716,767.9,3,16.34,10.0,0
10,47,773,762.9,3,16.23,11.0,0
11,47,719,764.0,3,16.26,12.0,0
12,47,775,752.0,3,16.0,13.0,0
13,46,728,746.9,3,16.24,14.0,0
14,45,785,727.2,4,16.16,15.0,0
15,44,746,715.5,4,16.26,16.0,0
16,44,795,702.9,4,15.98,17.0,0
17,44,752,696.4,4,15.83,18.0,0
18,44,802,679.8,4,15.45,19.0,0
19,44,758,674.2,4,15.32,20.0,0
20,43,797,662.8,5,15.41,21.0,0
21,41,751,662.3,6,16.15,22.0,0
22,42,791,649.1,6,15.45,22.45,1
23,40,747,646.9,7,16.17,23.43,1
24,38,791,631.8,8,16.63,24.39,1
25,38,746,634.3,8,16.69,24.71,2
26,34,790,622.3,11,18.3,25.56,2
27,33,748,627.1,12,19.0,26.52,2
28,33,789,624.9,12,18.94,27.52,2
29,33,747,629.7,12,19.08,28.52,2
30,31,789,628.8,14,20.28,29.42,2
31,31,749,633.9,14,20.45,30.42,2
32,30,795,625.2,14,20.84,31.37,2
33,28,762,626.6,16,22.38,32.25,2
34,28,804,621.1,16,22.18,33.25,2
35,28,774,619.5,16,22.13,34.25,2
36,28,805,622.0,16,22.21,35.25,2
37,28,776,619.4,16,22.12,36.25,2
38,29,817,608.9,16,21.0,35.97,3
39,29,783,610.2,16,21.04,36.97,3
40,29,825,598.6,16,20.64,37.97,3
41,28,790,602.0,17,21.5,38.86,3
42,28,825,591.5,17,21.12,39.86,3
43,28,795,589.9,17,21.07,40.86,3
44,28,823,585.4,17,20.91,41.86,3
45,28,790,586.8,17,20.96,42.86,3
46,28,818,581.3,17,20.76,43.86,3
47,28,785,582.8,17,20.81,44.86,3
48,28,819,573.2,17,20.47,45.86,3
49,28,779,581.7,17,20.77,46.86,3
50,26,813,578.7,18,22.26,47.62,3
51,26,783,579.4,18,22.29,48.62,3
52,26,815,570.1,18,21.93,49.62,3
53,26,786,569.8,18,21.92,50.62,3
54,26,816,565.5,18,21.75,51.62,3
55,25,783,569.3,18,22.77,52.48,3
56,25,812,565.2,18,22.61,53.48,3
57,25,783,566.0,18,22.64,54.48,3
58,24,812,561.1,18,23.38,55.33,3
59,24,782,564.1,18,23.5,56.33,3
60,24,814,560.0,18,23.33,57.33,3
61,24,784,563.0,18,23.46,58.33,3
62,23,812,561.1,18,24.4,59.17,3
63,21,783,564.5,18,26.88,61.67,3
64,22,814,560.8,18,25.49,59.82,4
65,22,789,561.0,18,25.5,60.82,4
66,20,822,556.5,20,27.82,61.3,4
67,20,797,559.0,20,27.95,62.3,4
68,19,824,552.5,21,29.08,63.0,4
69,19,801,554.1,21,29.17,64.0,4
70,19,824,548.7,21,28.88,65.0,4
71,18,802,549.4,21,30.52,65.67,4
72,18,831,539.2,21,29.95,66.67,4
73,17,806,545.0,22,32.06,67.29,4
74,17,824,548.9,22,32.29,68.29,4
75,17,801,552.7,22,32.51,69.29,4
76,17,825,547.6,22,32.21,70.29,4
77,17,805,548.4,22,32.26,71.29,4
78,17,829,544.3,22,32.02,72.29,4
79,17,811,543.1,22,31.95,73.29,4
80,17,838,534.0,22,31.41,74.29,4
81,17,810,542.8,22,31.93,75.29,4
82,17,826,541.7,22,31.86,76.29,4
83,17,803,545.5,22,32.09,77.29,4
84,17,827,539.4,22,31.73,78.29,4
85,17,804,543.2,22,31.95,79.29,4
86,17,824,544.1,22,32.0,80.29,4
87,17,804,544.9,22,32.05,81.29,4
88,16,830,539.9,23,33.74,81.88,4
89,16,810,541.9,23,33.87,82.88,4
90,15,831,539.3,23,35.96,83.4,4
91,13,816,539.7,25,41.52,83.23,4
92,15,837,538.1,25,35.87,73.0,6
93,14,813,546.3,26,39.02,79.21,6
94,13,835,540.6,27,41.59,84.08,6
95,13,817,544.0,27,41.85,85.08,6
96,13,833,541.3,27,41.64,86.08,6
97,13,817,542.7,27,41.75,87.08,6
98,13,835,540.1,27,41.54,88.08,6
99,13,813,547.4,27,42.11,89.08,6
100,13,828,549.8,27,42.29,90.08,6
101,13,812,551.1,27,42.39,91.08,6
102,13,832,546.5,27,42.04,92.08,6
103,13,816,547.8,27,42.14,93.08,6
104,13,834,542.2,27,41.71,94.08,6
105,13,814,547.5,27,42.12,95.08,6
106,12,833,544.0,28,45.34,97.08,6
107,12,815,548.5,28,45.71,98.08,6
108,12,833,547.0,28,45.58,99.08,6
109,12,819,547.5,28,45.62,100.08,6
110,13,839,543.9,28,41.84,93.31,7
111,13,825,543.3,28,41.79,94.31,7
112,12,842,542.2,28,45.19,93.83,7
113,12,826,544.7,28,45.39,94.83,7
114,11,845,545.3,29,49.58,94.09,7
115,11,833,544.9,29,49.54,95.09,7
116,11,849,538.6,29,48.96,96.09,7
117,11,834,541.2,29,49.2,97.09,7
118,10,845,543.9,30,54.39,107.1,7
119,10,834,543.6,30,54.36,108.1,7
120,10,849,540.4,30,54.04,109.1,7
121,10,837,541.1,30,54.11,110.1,7
122,9,846,542.0,31,60.22,109.78,7
123,9,835,542.8,31,60.31,110.78,7
124,9,849,542.7,31,60.3,111.78,7
125,9,839,542.5,31,60.28,112.78,7
126,9,849,544.4,31,60.49,113.78,7
127,9,839,544.3,31,60.47,114.78,7
128,9,847,545.1,31,60.57,115.78,7
129,9,832,550.0,31,61.11,116.78,7
130,9,843,550.9,31,61.21,117.78,7
131,9,834,549.7,31,61.08,118.78,7
132,9,849,545.6,31,60.62,119.78,7
133,9,838,546.4,31,60.71,120.78,7
134,9,850,543.3,31,60.37,121.78,7
135,9,841,542.2,31,60.24,122.78,7
136,8,851,539.1,32,67.39,122.12,7
137,8,842,539.1,32,67.39,123.12,7
138,8,854,536.1,32,67.02,124.12,7
139,8,846,535.1,32,66.89,125.12,7
140,8,858,530.1,32,66.26,126.12,7
141,8,843,536.1,32,67.01,127.12,7
142,7,852,535.2,32,76.45,126.0,7
143,7,842,537.3,32,76.75,127.0,7
144,7,849,538.4,32,76.91,128.0,7
145,7,837,542.5,32,77.5,129.0,7
146,7,847,542.6,32,77.52,130.0,7
147,7,835,546.7,32,78.11,131.0,7
148,7,842,548.9,32,78.41,132.0,7
149,7,829,554.0,32,79.14,133.0,7
150,6,840,553.2,32,92.2,131.17,7
151,6,833,553.4,32,92.24,132.17,7
152,6,847,550.7,32,91.78,133.17,7
153,6,838,552.9,32,92.15,134.17,7
154,6,851,551.1,32,91.86,135.17,7
155,6,844,551.4,32,91.9,136.17,7
156,6,852,549.6,32,91.61,137.17,7
157,6,845,549.9,32,91.65,138.17,7
158,6,856,545.1,32,90.85,139.17,7
159,6,846,548.4,32,91.39,140.17,7
160,6,850,553.6,32,92.27,141.17,7
161,6,845,551.8,32,91.97,142.17,7
162,6,852,553.1,32,92.18,143.17,7
163,7,844,554.3,32,79.19,123.57,8
164,7,849,555.4,32,79.35,124.57,8
165,7,839,557.5,32,79.65,125.57,8
166,7,851,553.7,32,79.09,126.57,8
167,7,843,553.8,32,79.11,127.57,8
168,7,853,550.9,32,78.7,128.57,8
169,7,845,551.0,32,78.71,129.57,8
170,6,858,547.2,33,91.21,151.17,8
171,6,850,548.5,33,91.41,152.17,8
172,6,857,549.7,33,91.62,153.17,8
173,6,848,552.0,33,91.99,154.17,8
174,6,851,556.2,33,92.7,155.17,8
175,6,845,555.4,33,92.57,156.17,8
176,6,852,553.7,33,92.28,157.17,8
177,6,842,556.9,33,92.82,158.17,8
178,6,852,552.2,33,92.03,159.17,8
179,6,846,551.4,33,91.9,160.17,8
180,6,852,549.7,33,91.61,161.17,8
181,6,839,555.9,33,92.65,162.17,8
182,6,848,554.1,33,92.36,163.17,8
183,6,839,556.4,33,92.73,164.17,8
184,5,848,553.0,33,110.6,161.2,8
185,5,840,555.4,33,111.08,162.2,8
186,5,849,557.8,33,111.55,163.2,8
187,5,843,558.1,33,111.63,164.2,8
188,5,855,555.5,33,111.1,165.2,8
189,5,844,560.9,33,112.17,166.2,8
190,4,852,560.4,34,140.09,161.25,8
191,4,847,560.8,34,140.21,162.25,8
192,4,852,562.3,34,140.59,163.25,8
193,4,846,563.8,34,140.96,164.25,8
194,4,850,569.3,34,142.33,165.25,8
195,4,842,572.8,34,143.21,166.25,8
196,4,855,569.3,34,142.33,167.25,8
197,4,849,570.8,34,142.7,168.25,8
198,4,856,572.3,34,143.08,169.25,8
199,4,847,576.8,34,144.2,170.25,8
