x,y,capacity
8,19,2
9,19,1
10,19,1
11,19,1
18,19,1
19,19,1
20,19,1
21,19,2
22,19,2
23,19,2
24,19,3
25,19,2
26,19,2
27,19,2
28,19,1
29,19,1
0,20,1
1,20,2
2,20,2
3,20,3
4,20,3
5,20,3
6,20,3
7,20,3
8,20,2
9,20,2
10,20,1
11,20,1
18,20,1
19,20,1
20,20,2
21,20,2
22,20,3
23,20,3
24,20,3
25,20,3
26,20,3
27,20,2
28,20,2
29,20,1
0,21,2
1,21,2
2,21,3
3,21,3
4,21,4
5,21,4
6,21,4
7,21,3
8,21,3
9,21,2
10,21,2
11,21,1
12,21,1
17,21,1
18,21,1
19,21,2
20,21,2
21,21,3
22,21,3
23,21,4
24,21,4
25,21,4
26,21,3
27,21,3
28,21,2
29,21,2
0,22,2
1,22,3
2,22,3
3,22,4
4,22,4
5,22,4
6,22,4
7,22,4
8,22,3
9,22,3
10,22,2
11,22,2
12,22,1
13,22,1
14,22,1
15,22,1
16,22,1
17,22,1
18,22,2
19,22,2
20,22,3
21,22,3
22,22,4
23,22,4
24,22,4
25,22,4
26,22,4
27,22,3
28,22,3
29,22,2
0,23,2
1,23,3
2,23,4
3,23,4
4,23,5
5,23,5
6,23,5
7,23,4
8,23,4
9,23,3
10,23,2
11,23,2
12,23,2
13,23,2
14,23,2
15,23,2
16,23,2
17,23,2
18,23,2
19,23,2
20,23,3
21,23,4
22,23,4
23,23,5
24,23,5
25,23,5
26,23,4
27,23,4
28,23,3
29,23,2
0,24,2
1,24,3
2,24,4
3,24,4
4,24,5
5,24,5
6,24,5
7,24,4
8,24,4
9,24,3
10,24,3
11,24,3
12,24,3
13,24,3
14,24,3
15,24,3
16,24,3
17,24,3
18,24,3
19,24,3
20,24,3
21,24,4
22,24,4
23,24,5
24,24,5
25,24,5
26,24,4
27,24,4
28,24,3
29,24,2
0,25,2
1,25,3
2,25,4
3,25,4
4,25,5
5,25,5
6,25,5
7,25,4
8,25,4
9,25,3
10,25,2
11,25,2
12,25,2
13,25,2
14,25,2
15,25,2
16,25,2
17,25,2
18,25,2
19,25,2
20,25,3
21,25,4
22,25,4
23,25,5
24,25,5
25,25,5
26,25,4
27,25,4
28,25,3
29,25,2
0,26,2
1,26,3
2,26,3
3,26,4
4,26,4
5,26,4
6,26,4
7,26,4
8,26,3
9,26,3
10,26,2
11,26,2
12,26,1
13,26,1
14,26,1
15,26,1
16,26,1
17,26,1
18,26,2
19,26,2
20,26,3
21,26,3
22,26,4
23,26,4
24,26,4
25,26,4
26,26,4
27,26,3
28,26,3
29,26,2
0,27,2
1,27,2
2,27,3
3,27,3
4,27,4
5,27,4
6,27,4
7,27,3
8,27,3
9,27,2
10,27,2
11,27,1
12,27,1
17,27,1
18,27,1
19,27,2
20,27,2
21,27,3
22,27,3
23,27,4
24,27,4
25,27,4
26,27,3
27,27,3
28,27,2
29,27,2
0,28,1
1,28,2
2,28,2
3,28,3
4,28,3
5,28,3
6,28,3
7,28,3
8,28,2
9,28,2
10,28,1
11,28,1
18,28,1
19,28,1
20,28,2
21,28,2
22,28,3
23,28,3
24,28,3
25,28,3
26,28,3
27,28,2
28,28,2
29,28,1
0,29,1
1,29,1
2,29,2
3,29,2
4,29,2
5,29,2
6,29,2
7,29,2
8,29,2
9,29,1
10,29,1
11,29,1
18,29,1
19,29,1
20,29,1
21,29,2
22,29,2
23,29,2
24,29,2
25,29,2
26,29,2
27,29,2
28,29,1
29,29,1
